"genus","species","newcarabids_author_carabids_source","newcarabids_comment_carabids_source","newcarabids_referencebodysize_carabids_source","newcarabids_referenceclassification_carabids_source","newcarabids_referencedistribution_carabids_source","newcarabids_referenceeyesize_carabids_source","newcarabids_referencehabitatpreference_carabids_source","newcarabids_referencehwd_carabids_source","newcarabids_referencetrophiclevel_carabids_source","newmartin2019_authority_martin2019_source","newtamburini_source.of.pest.trait.information_tamburini_source","newglobalants_contributor_globalants_source","newarthropodtraits_author_arthropodtraits_source","newcarabids_referencehibernation_carabids_source","newcarabids_referencehuntingabilities_carabids_source","newsesync_citation_sesync_source","newemerystickytrap_literature_emerysticky_source","newemerystickytrap_litforsize_emerysticky_source","newcarabids_referenceactivitytime_carabids_source","newcarabids_referencereproduction_carabids_source","newemerypitfalltrap_literature_emerypit_source"
"pieris","napi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pieris","rapae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"piezodorus","lituratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1794",NA,NA,"Fabricius 1794",NA,NA,NA,NA,NA,NA,NA,NA
"pirata","piraticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clerck 1757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pisaura","mirabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clerck 1757",NA,NA,"Clerck 1757",NA,NA,NA,NA,NA,NA,NA,NA
"plagiognathus","arbustorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1794",NA,NA,"Fabricius 1794",NA,NA,NA,NA,NA,NA,NA,NA
"plagiognathus","chrysanthemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wolff 1804",NA,NA,"Wolff 1804",NA,NA,NA,NA,NA,NA,NA,NA
"plagiognathus","fulvipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kirschbaum 1856",NA,NA,"Kirschbaum 1856",NA,NA,NA,NA,NA,NA,NA,NA
"plagionotus","arcuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"plagionotus","detritus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"plataraea","brunnea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","assimilis","Paykull","Jeanne 1996: 410","Jeannel 1942a: 877","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006","GAC Ed. 2009","Barndt et al. 1991: 255","Lindroth 1985/86","Paykull 1790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","krynickii","Sperk",NA,"Jeannel 1942a: 877","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 282","GAC Ed. 2009","Lindroth 1985/86: 282","Lindroth 1985/86: 282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","livens","Gyllenhal","Freude et al. 2006: 282","Jeannel 1942a: 877","Löbl & Smetana 2003","Löbl & Smetana 2003","Jeannel 1942a: 877","GAC Ed. 2009","Lindroth 1985/86: 280","Lindroth 1985/86","Gyllenhal 1810",NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"platynus","longiventris","Mannerheim",NA,"Lindroth 1985/86: 282","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 282","GAC Ed. 2009","Lindroth 1985/86: 282","Lindroth 1985/86: 282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","scrobiculatus","Fabricius",NA,"Freude et al. 2006: 281","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 281","GAC Ed. 2009","Freude et al. 2006: 281","Lindroth 1985/86",NA,NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"platystethus","arenarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fourcroy 1785",NA,NA,NA,NA,NA,NA,NA,NA
"platystethus","cornutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1802",NA,NA,"Gravenhorst 1802",NA,NA,NA,NA,NA,NA,NA,NA
"platythyrea","147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"plutella","xylostella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarfraz et al. 2006 www.cabi.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pocadicnemis","juncea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Millidge 1953",NA,NA,"Locket & Millidge 1953",NA,NA,NA,NA,NA,NA,NA,NA
"pocadicnemis","pumila",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poecilus","cupreus","Linn",NA,"Freude et al. 2006: 219","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 242","GAC Ed. 2009","Lindroth 1985/86: 242","Lindroth 1985/86: 242","Letzner 1852",NA,NA,"Linneaus 1758","Lindroth 1985/86: 242","Lindroth 1985/86: 242",NA,NA,NA,"Lindroth 1985/86: 242",NA,NA
"poecilus","kugelanni","Panzer",NA,"Freude et al. 2006: 221","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86","GAC Ed. 2009","Lindroth 1985/86","Lindroth 1985/86","Panzer 1797",NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"poecilus","lepidus","Leske",NA,"Freude et al. 2006: 221","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 241","GAC Ed. 2009","Freude et al. 2006: 221","Lindroth 1985/86: 241","Leske 1785",NA,NA,"Leske 1785","Lindroth 1985/86: 241","Lindroth 1985/86: 241",NA,NA,NA,"Lindroth 1985/86: 241",NA,NA
"poecilus","punctulatus","Schaller",NA,"Lindroth 1985/86: 241","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 241","GAC Ed. 2009","Barndt et al. 1991: 255","Lindroth 1985/86: 241","Schaller 1783",NA,NA,NA,"Lindroth 1985/86: 241","Lindroth 1985/86: 241",NA,NA,NA,"Lindroth 1985/86: 241",NA,NA
"poecilus","sericeus","Fischer von Waldheim",NA,"Freude et al. 2006: 221","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 221",NA,"Freude et al. 2006: 221","Lindroth 1985/86","Waldheim 1824",NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"poecilus","versicolor","Sturm",NA,"Freude et al. 2006: 220","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 243","GAC Ed. 2009","Lindroth 1985/86: 243","Lindroth 1985/86: 243","Sturm 1824",NA,NA,"Sturm 1824","Lindroth 1985/86: 243","Mundy et al. 2000",NA,NA,NA,"Lindroth 1985/86: 243",NA,NA
"poecilus","zaballosi","Jeanne & Ruiz-Tapiador",NA,NA,"Löbl & Smetana 2003","Löbl & Smetana 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pogonocherus","caroli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pogonocherus","decoratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pogonocherus","fasciculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pogonocherus","hispidulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pogonocherus","hispidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"polistichus","connexus","Geoffroy","Turin 2000: 305 Chatenet 2005: 359 halobiontic Salzuferlaufk?fer","Freude et al. 2006: 478","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 478","GAC Ed. 2009","Jeannel 1942a: 1093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pompilidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simon 1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","convexum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Westring 1851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","errans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","microphthalmum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1871",NA,NA,"O. P.-Cambridge 1871",NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","oblitum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1871",NA,NA,"O. P.-Cambridge 1871",NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","pygmaeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1834",NA,NA,"Blackwall 1834",NA,NA,NA,NA,NA,NA,NA,NA
"prays","oleae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raina 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prionus","coriarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"proceratium","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"proceratium","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"propylea","quatuordecimpunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,"Linneaus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"psenulus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kohl 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"psenulus","concolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dahlbom 1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"psenulus","fuscipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dahlbom 1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"psenulus","pallipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panzer 1798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","curacaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","pallidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","simplex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","termitarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","urbanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"psyllobora","bicongregata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serra2013Sunderland2009",NA,NA,NA,NA
"pterostichus","aethiops","Panzer",NA,"Freude et al. 2006: 226","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 226","GAC Ed. 2009","Lindroth 1945: 601","Lindroth 1945: 601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","anthracinus","Illiger",NA,"Freude et al. 2006: 244","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 244","GAC Ed. 2009","Lindroth 1985/86: 252","Lindroth 1985/86: 252","Sturm 1826",NA,NA,NA,"Lindroth 1985/86: 252",NA,NA,NA,NA,NA,NA,NA
"pterostichus","aterrimus","Herbst","Jeannel 1942a: 760","Freude et al. 2006: 238","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 238","GAC Ed. 2009","Barndt et al. 1991: 255","Lindroth 1985/86: 246","Küster 1844",NA,NA,NA,"Lindroth 1985/86: 246",NA,NA,NA,NA,NA,NA,NA
"pterostichus","burmeisteri","Heer",NA,"Lindroth 1985/86: 256","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 256","GAC Ed. 2009","Lindroth 1985/86: 256","Lindroth 1985/86: 256","Heer 1838",NA,NA,NA,"Lindroth 1985/86: 256",NA,NA,NA,NA,NA,NA,NA
"pterostichus","cristatus","L. Dufour",NA,"Jeannel 1942a: 816","Löbl & Smetana 2003","Löbl & Smetana 2003","Jeannel 1942a: 816","GAC Ed. 2009","Turin 2000: 337","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","cursor","Dejean",NA,"Freude et al. 2006: 223","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 223",NA,"Chatenet 2005: 378","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","diligens","Sturm",NA,"Freude et al. 2006: 233","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 233","GAC Ed. 2009","Lindroth 1985/86: 254","Lindroth 1985/86: 254",NA,NA,NA,NA,"Lindroth 1985/86: 254","Lindroth 1985/86: 254",NA,NA,NA,NA,NA,NA
"pterostichus","fasciatopunctatus","Creutzer",NA,"Chatenet 2005: 395","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86","GAC Ed. 2009","Chatenet 2005: 395","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","gracilis","Dejean",NA,"Freude et al. 2006: 244","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 244","GAC Ed. 2009","Lindroth 1985/86: 252","Lindroth 1985/86: 252",NA,NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"pterostichus","hagenbachii","Sturm",NA,"Jeannel 1942a: 819","Löbl & Smetana 2003","Löbl & Smetana 2003","Jeannel 1942a: 819","GAC Ed. 2009","Jeannel 1942a: 819","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","jurinei","Panzer",NA,"Freude et al. 2006: 242","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 242","GAC Ed. 2009","Freude et al. 2006: 242","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","kokeilii","L. Miller",NA,"Freude et al. 2006: 231","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 231","GAC Ed. 2009","Freude et al. 2006: 231","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","macer","Marsham",NA,"Lindroth 1985/86: 244","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 244","GAC Ed. 2009","Turin 2000: 319","Lindroth 1985/86","Marsham 1802",NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"pterostichus","madidus","Fabricius",NA,"Chatenet 2005: 386","Löbl & Smetana 2003","Löbl & Smetana 2003","Chatenet 2005: 386","GAC Ed. 2009","Turin et al. 2003: 320","Lindroth 1985/86","Fabricius 1775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","melanarius","Illiger","incertae sedis Schatzmayr 1942: 108","Lindroth 1985/86: 250","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 250","GAC Ed. 2009","Lindroth 1985/86: 250","Lindroth 1985/86: 250","Illiger 1798",NA,NA,NA,NA,"McKemey et al. 2001",NA,NA,NA,NA,NA,NA
"pterostichus","melas","Creutzer",NA,"Jeannel 1942a: 808","Löbl & Smetana 2003","Löbl & Smetana 2003","Jeannel 1942a: 808","GAC Ed. 2009","Jeannel 1942a: 808","Jeannel 1942a: 808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","minor","Gyllenhal","Jeannel 1942a: 808","Freude et al. 2006: 240","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 240","GAC Ed. 2009","Lindroth 1985/86: 253","Lindroth 1985/86",NA,NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"pterostichus","multipunctatus","Dejean",NA,"Freude et al. 2006: 237","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 237","GAC Ed. 2009","Jeannel 1942a: 831","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","negligens","Sturm",NA,"Freude et al. 2006: 232","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 232","GAC Ed. 2009","Freude et al. 2006: 232","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","niger","Schaller",NA,"Chatenet 2005: 384","Löbl & Smetana 2003","Löbl & Smetana 2003","Chatenet 2005: 384","GAC Ed. 2009","Barndt et al. 1991: 255","Lindroth 1985/86","Letzner 1852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","nigrita","Paykull",NA,"Freude et al 2006.: 243","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al 2006.: 243","GAC Ed. 2009","Turin 2000: 333","Lindroth 1985/86","Kirby 1837",NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"pterostichus","oblongopunctatus","Fabricius","Chatenet 2005: 378","Lindroth 1985/86: 247","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 247","GAC Ed. 2009","Barndt et al. 1991: 255 Jeannel 1942a: 762","Lindroth 1985/86: 247","Fabricius 1787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","ovoideus","Sturm",NA,"Freude et al. 2006: 239","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 239","GAC Ed. 2009","Jeannel 1942a: 761","Lindroth 1985/86","Sturm 1824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","panzeri","Panzer",NA,"Freude et al. 2006: 231","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 231","GAC Ed. 2009","Jeannel 1942a: 815","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","pumilio","Dejean","Schatzmayr 1942: 75","Freude et al. 2006: 234","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 234","GAC Ed. 2009","Jeannel 1942a: 793","Jeannel 1942a: 793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","quadrifoveolatus","Letzner",NA,"Freude et al. 2006: 242","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 242","GAC Ed. 2009","Barndt et al. 1991: 255","Lindroth 1985/86: 247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","selmanni","Duftschmid",NA,"Freude et al. 2006: 236","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 236","GAC Ed. 2009","Jeannel 1942a: 836","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","strenuus","Panzer","Freude et al. 2006: 242","Freude et al. 2006: 232 Barndt et al. 1991: 255","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 232","GAC Ed. 2009","Barndt et al. 1991: 255","Lindroth 1985/86","Erichson 1837",NA,NA,NA,NA,"Hengeveld 1980",NA,NA,NA,NA,NA,NA
"pterostichus","subsinuatus","Dejean",NA,"Freude et al. 2006: 235","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 235","GAC Ed. 2009","Freude et al. 2006: 235","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","taksonyis","Csiki",NA,"Jeannel 1942a: 761","Löbl & Smetana 2003","Löbl & Smetana 2003","Jeannel 1942a: 761",NA,"Jeannel 1942a: 761","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","transversalis","Duftschmid",NA,"Freude et al. 2006: 230","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 230","GAC Ed. 2009","Freude et al. 2006: 230","Freude et al. 2006: 230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","unctulatus","Duftschmid",NA,"Freude et al. 2006: 235","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 235","GAC Ed. 2009","Jeannel 1942a: 792","Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","vernalis","Panzer","Jeannel 1942a: 821","Freude et al. 2006: 223","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86","GAC Ed. 2009","Lindroth 1985/86: 244 Barndt et al. 1991: 255","Lindroth 1985/86","Panzer 1795",NA,NA,"Panzer 1796",NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","appretiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","comis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","crassicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","denticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","eggersi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","lygathrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","mitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","rugithorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","splendens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","themis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","un01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyrrhidium","sanguineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quedius","cinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paykull 1790",NA,NA,NA,NA,NA,NA,NA,NA
"quedius","nitipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephens 1833",NA,NA,NA,NA,NA,NA,NA,NA
"quedius","ochripennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ménétriés 1832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quedius","paradisianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heer 1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quedius","vexans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eppelsheim 1881",NA,NA,NA,NA,NA,NA,NA,NA
"rhagium","inquisitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rhagium","mordax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rhagium","sycophanta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rhagoletis","cerasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758","Boiler 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rhagonycha","fulva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scopoli 1763",NA,NA,"Scopoli 1763",NA,NA,NA,NA,NA,NA,NA,NA
"rhagonycha","limbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomson 1864",NA,NA,NA,NA,NA,NA,NA,NA
"rhagonycha","lutea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Müller 1764",NA,NA,"Muller O.F. 1764",NA,NA,NA,NA,NA,NA,NA,NA
"rhagonycha","testacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linneaus 1758",NA,NA,NA,NA,NA,NA,NA,NA
