genus,species,invasive.to.political.region1_globalants_invasive,contributor_globalants_source,caste_globalants_other,whole.body.length..mm._globalants_body,colony.type_globalants_other,activity_globalants_other,diet_globalants_feeding,political.region1_globalants_invasive,continent_globalants_invasive
camponotus,armstrongi,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,armstrongi,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,armstrongi,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,armstrongi,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,armstrongi,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,armstrongi,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,clarior,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 2 & discors gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 2 & discors gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 2 & discors gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 2 & discors gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 2 & discors gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 2 & discors gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 3",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 3",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"claripes gp., sp. SS 3",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"discors gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,ephippium,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"evae gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"evae gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"evae gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"evae gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,gouldianus,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,gouldianus,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,gouldianus,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,leae,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,leae,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,leae,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,leae,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,leae,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,leae,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"minimus gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"minimus gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near aurocinctus, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near capito, sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"near capito, sp. SS 1  near capito, sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,nigriceps,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,prosseri,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,prosseri,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,prosseri,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,prosseri,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,prosseri,Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,"rubiginosis gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,essigi,Native*,"Sanders, Nate",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,laevigatus,Native*,"Sanders, Nate",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,vicinus,Native*,"Sanders, Nate",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,castaneus,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,floridanus,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,socius,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,sp.1,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,sp.2,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,sp.3,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,americanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,americanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,americanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,americanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,americanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,americanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,castaneus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,castaneus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,castaneus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,castaneus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,castaneus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,castaneus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,floridanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,floridanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,floridanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
camponotus,floridanus,Native*,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
