presence_emerysticky_other,subclase_emerysticky_other,order_emerysticky_other,superfamily_emerysticky_other,family_emerysticky_other,subfamily_emerysticky_other,tribe_emerysticky_other,genus,species,number_emerysticky_other,location_emerysticky_other,dietbreadth_emerysticky_feeding,trophiclevel_emerysticky_feeding,functionalgroup_emerysticky_other,habitat_emerysticky_habitat,diet_emerysticky_feeding,moreinfo_emerysticky_other,nat_inv_un_emerysticky_invasive,countryconfirmed_emerysticky_invasive,literature_emerysticky_source,size_mm.min._emerysticky_body,size_mm.largestifrange._emerysticky_body,onesize_mm_emerysticky_body,litforsize_emerysticky_source
had,NA,Coleoptera,NA,Staphylinidae,,,,sp10,1,M4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,4.5,4.25,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp11,1,B4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,4.8,4.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp11,1,B2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,4.8,4.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp11,2,"B1,L2",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,4.8,4.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp11,1,C2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,4.8,4.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp11,1,B4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,4.8,4.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp11,1,M1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,4.8,4.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp12,1,2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,NA,NA,4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp12,1,I2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,NA,NA,4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp13,1,K3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,8,6,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp13,1,I2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,8,6,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp13,1,A1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,4,8,6,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp14,1,H4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,6.8,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp14,1,D2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,6.8,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp14,1,A1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,6.8,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp14,1,I1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,6.8,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp14,1,J3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,6.8,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp14,1,L2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,6.8,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp14,1,J1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,6.8,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp14,1,J2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,6.8,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp15,1,I4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5.3,6.5,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp15,1,I3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5.3,6.5,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp15,1,L2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5.3,6.5,5.9,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,2,",K1M1",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,2,F3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,6,"G2,I3,I4,M1",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,H2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,2,"G1,M4",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,C1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,"B2,L3",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,E1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,B1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,5,"C4,D2,D4,E3,M1",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,M2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,K1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,E3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,J2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,M1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp16,1,F3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,5,7.3,6.15,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp17,1,B2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,6,8.7,7.35,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp17,1,H3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,6,8.7,7.35,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp17,1,C1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,6,8.7,7.35,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp17,1,C3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,6,8.7,7.35,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp17,1,D2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,6,8.7,7.35,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp17,1,J3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,6,8.7,7.35,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp17,1,F1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,6,8.7,7.35,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp17,3,"D1,G3,I4",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,6,8.7,7.35,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp2,1,L3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,0.5,1,0.75,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp2,1,L3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,0.5,1,0.75,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp2,1,I1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,0.5,1,0.75,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,F4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,2,"E2,M1",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,M3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,2,"F4,H2",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,2,"J3,K2",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,K3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,I2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,F4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,I1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,D2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,I2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,K2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,2,B4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,J2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp3,1,M4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1,1.6,1.3,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp4,1,I1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.5,3,2.25,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp4,1,E1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.5,3,2.25,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp4,1,J1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.5,3,2.25,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp4,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.5,3,2.25,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp4,1,H3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.5,3,2.25,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp4,2,"A3,H2",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.5,3,2.25,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp4,1,L1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.5,3,2.25,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp5,1,L4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.6,2.5,2.85,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp5,3,"C4,D2,L2",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.6,2.5,2.85,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp5,1,D3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.6,2.5,2.85,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp5,3,"C3,I1,L2",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.6,2.5,2.85,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp5,1,D1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.6,2.5,2.85,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp5,1,C3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,1.6,2.5,2.85,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,3,"E2,E3",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,L1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,C3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,D3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,L2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,K3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,H3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,C2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,4,"I3,I4,K3,K4",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,G1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,B1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,L2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,2,"D3,K2",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,M4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,L4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,F1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,J1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,F3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,F2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,K3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,H4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,A3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,K4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,D1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp6,1,C2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,2,2.8,2.4,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,1,C4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,2,"I3,I4",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,1,D2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,1,J2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,1,B4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,1,C2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,1,L2,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,1,I4,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp8,2,"I4,I1",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3,3.9,3.45,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp9,1,A3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3.6,5.5,4.55,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp9,1,C3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3.6,5.5,4.55,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp9,2,"B3,G2",Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3.6,5.5,4.55,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp9,1,K3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3.6,5.5,4.55,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp9,1,J1,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3.6,5.5,4.55,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp9,1,H3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3.6,5.5,4.55,
had,NA,Coleoptera,NA,Staphylinidae,,,,sp9,1,J3,Generalist,Predator,CanopyPredator,Canopy&Ground,generalist,,,,,3.6,5.5,4.55,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,F2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,J3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,C2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,2,"D2,D3",Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,J3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,F4,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,D2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,E3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,I1,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,F3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,B2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,2,"B3,E3",Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,"B2,I2",Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,B2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,E3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,B3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,2,"E2,K2",Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,K3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,K2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,G3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,I3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,J4,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,F1,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,B2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,H3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,2,NA,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,C2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,J1,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,B3,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,K2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,2,,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,L1,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,E4,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,K4,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,L2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,K2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,B2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,D1,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Coleoptera,NA,Staphylinidae,,,,,1,K2,Generalist,Predator,NA,Canopy&Ground,generalist,,,,,NA,NA,NA,
had,NA,Dermaptera,NA,,,,,,1,I4,Omnivore,Omnivore,CanopyPredator,Canopy&Ground,generalist,,,,,4.5,13,8.85,collections
had,NA,Dermaptera,NA,,,,,,1,G1,Omnivore,Omnivore,CanopyPredator,Canopy&Ground,generalist,,,,,4.5,13,8.85,collections
had,NA,Dermaptera,NA,,,,,,1,H4,Omnivore,Omnivore,CanopyPredator,Canopy&Ground,generalist,,,,,4.5,13,8.85,collections
had,NA,Dermaptera,NA,,,,,,1,A3,Omnivore,Omnivore,CanopyPredator,Canopy&Ground,generalist,,,,,4.5,13,8.85,collections
had,NA,Dermaptera,NA,,,,,,1,A2,Omnivore,Omnivore,CanopyPredator,Canopy&Ground,generalist,,,,,4.5,13,8.85,collections
had,NA,Dermaptera,NA,,,,,,1,L2,Omnivore,Omnivore,CanopyPredator,Canopy&Ground,generalist,,,,,4.5,13,8.85,collections
had,NA,Dermaptera,NA,,,,,,1,G2,Omnivore,Omnivore,CanopyPredator,Canopy&Ground,generalist,,,,,4.5,13,8.85,collections
had,NA,Diptera,NA,Dolichopididae,,,,,4,"E2,F1,F2,I2",Generalist,Predator,CanopyPredator,Canopy,AphidsCollembola,,,,,4,6,5,
had,NA,Diptera,NA,Dolichopididae,,,,,1,K1,Generalist,Predator,CanopyPredator,Canopy,AphidsCollembola,,,,,4,6,5,
had,NA,Diptera,NA,Dolichopididae,,,,,1,D3,Generalist,Predator,CanopyPredator,Canopy,AphidsCollembola,,,,,4,6,5,
had,NA,Diptera,NA,Dolichopididae,,,,,1,D2,Generalist,Predator,CanopyPredator,Canopy,AphidsCollembola,,,,,4,6,5,
had,NA,Diptera,NA,Dolichopididae,,,,,6,"B2,B3,J1,J2",Generalist,Predator,CanopyPredator,Canopy,AphidsCollembola,,,,,4,6,5,
had,NA,Diptera,NA,Dolichopididae,,,,,1,I3,Generalist,Predator,CanopyPredator,Canopy,AphidsCollembola,,,,,4,6,5,
