"","carabidid_carabids_other","subfamily_carabids_other","tribe_carabids_other","subtribe_carabids_other","genus","subgenus_carabids_other","species","author_carabids_source","yearofdesc_carabids_other","region_carabids_other","range_carabids_other","countries_carabids_other","hindwingdevelopment_carabids_other","maxsize_carabids_body","minsize_carabids_body","eyesize_carabids_other","trophiclevel_carabids_feeding","visualhunter_carabids_feeding","snailhunter_carabids_feeding","collembolehunter_carabids_feeding","isopodhunter_carabids_feeding","habitatpreference_carabids_habitat","hibernation_carabids_other","activitystart_carabids_other","activityend_carabids_other","reprospring_carabids_other","reprosummer_carabids_other","reproautumn_carabids_other","reprowinter_carabids_other","comment_carabids_source","isactive_carabids_other","distributionarea_carabids_other","distributioncenterlatitude_carabids_other","distributioncenterlongitude_carabids_other","referenceid_carabids_other","carabididref_carabids_other","referenceclassification_carabids_source","referencedistribution_carabids_source","referencebodysize_carabids_source","referencehwd_carabids_source","referenceeyesize_carabids_source","referencetrophiclevel_carabids_source","referencehuntingabilities_carabids_source","referencehabitatpreference_carabids_source","referencehibernation_carabids_source","referenceactivitytime_carabids_source","referencereproduction_carabids_source","x"
"387",6142,"Nebriinae","Nebriini","","nebria","Alpaeus","hellwigii","Panzer",1803,"Central Europe","restricted","AU,GE,IT","shortwinged",14,11,"25 - 50 %","Predator","","","","","2","","","","","","",NA,"Ledoux & Roux: 338",1,350,51,9,6142,6142,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","","","Freude et al. (2006): 77","Freude et al. (2006): 77","","GAC, Ed. (2009)","","","",NA
"388",6155,"Nebriinae","Nebriini","","nebria","Eunebria","jockischii","Sturm",1815,"Central Europe","widespread","AU,BU,FR,GE,GR,IT,MC,SL,SP,SZ,YU ,CZ,PL,RO,SK,UK","winged",17,12,"25 - 50 %","Predator","","","","","3","","","","","","",NA,"Ledoux & Roux: 89",1,350,51,9,6155,6155,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Ledoux & Roux (2005): 515","Ledoux & Roux (2005): 515","Freude et al. (2006): 71","Freude et al. (2006): 71","","GAC, Ed. (2009)","","","",NA
"389",6181,"Nebriinae","Nebriini","","nebria","Paranebria","livida","Linn",1758,"Central Europe","widespread","AU,BE,BY,CT,CZ,DE,FI,FR,GB,GE,HU,IT,LA,MD,NL,NR,NT,PL,RO,SK,ST,SV,SZ,UK,ES,WS,CH,FE,NC","winged",18,12,"25 - 50 %","Predator","","","","","1,3,8","","","","","","",NA,"Ledoux & Roux (2005): 100",1,350,51,9,6181,6181,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Ledoux & Roux (2005): 479","Chatenet (2005): 176","Freude et al. (2006): 72","Freude et al. (2006): 72","","GAC, Ed. (2009)","","","",NA
"390",6225,"Nebriinae","Nebriini","","nebria","Eunebria","picicornis","Fabricius",1801,"Central Europe","widespread","AU,BE,CZ,FR,GE,IT,PL,SK,SP,SZ,UK,IN,TR ,AB,AR,ST","winged",17,14,"25 - 50 %","Predator","","","","","3","","","","","","",NA,"Ledoux & Roux (2005): 174, Freude et al. (2006): 74",1,350,51,9,6225,6225,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Ledoux & Roux (2005): 519","Ledoux & Roux (2005): 519","Freude et al. (2006): 71","Freude et al. (2006): 71","","GAC, Ed. (2009)","","","",NA
"391",6259,"Nebriinae","Nebriini","","nebria","Boreonebria","rufescens","Strøm",1768,"Central Europe","widespread","AL,AN,BU,BY,CR,CT,CZ,FA,FI,FR,GB,GE,GR,HU,IT,LA,MD,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,NC,WS,XIN,IC,JA","winged",13,9,"25 - 50 %","Predator","","","","","2,3,6","","","","","","",NA,"Ledoux & Roux: 558",1,350,51,9,6259,6259,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Ledoux & Roux (2005): 101","Chatenet (2005): 177","Freude et al. (2006): 72","Freude et al. (2006): 72","","GAC, Ed. (2009)","","","",NA
"392",6263,"Nebriinae","Nebriini","","nebria","Nebria","salina","Fairmaire & Laboulb",1854,"Central Europe","widespread","BE,CZ,DE,FI,FR,GE,NL,NR,PT,SP,SV,SZ","winged",13,9,"25 - 50 %","Predator","","","","","1,4,7,8,9","","","","","","",NA,"Chatenet (2005): 182",1,350,51,9,6263,6263,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 75","Desender (1989): 39","Freude et al. (2006): 75","Freude et al. (2006): 75","","GAC, Ed. (2009)","","","",NA
"393",6415,"Nebriinae","Notiophilini","","notiophilus","","aestuans","Dejean",1826,"Central Europe","widespread","AB,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LT,MD,NL,NR,NT,PL,SK,SL,SP,ST,SV,SZ,UK,YU,IN,SY,TR","dimorphic",5,4,"25 - 50 %","Predator","checked","","checked","","1,7,8,9","Imago","","","","","",NA,"Jeannel (1928): 298",1,350,51,9,6415,6415,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Barndt et al. (1991): 253","Lindroth (1985/86): 78","Freude et al. (2006): 83","Freude et al. (2006): 83","Freude et al. (2006): 83","GAC, Ed. (2009)","Freude et al. (2006): 83","","",NA
"394",6416,"Nebriinae","Notiophilini","","notiophilus","","aquaticus","Linne",1758,"Central Europe","widespread","AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FA,FI,FR,GB,GE,GG,IC,IR,IT,LA,LT,MC,MD,NL,NR,NT,PL,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,JA,KZ,WS","dimorphic",6,4,"25 - 50 %","Predator","checked","","checked","","1,2,4,6,7,9","Imago","","","","","",NA,"Jeannel (1928): 319",1,350,51,9,6416,6416,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 78","Lindroth (1985/86): 78","Freude et al. (2006): 84","Freude et al. (2006): 84","Freude et al. (2006): 84","GAC, Ed. (2009)","Freude et al. (2006): 84","","",NA
"395",6417,"Nebriinae","Notiophilini","","notiophilus","","biguttatus","Fabricius",1779,"Central Europe","widespread","AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FA,FI,FR,GB,GE,GG,HU,IC,IR,IT,LA,LS,LT,MC,MD,NL,NR,NT,PL,PT,SK,SL,SP,ST,SV,SZ,UK,YU,TR,WS","dimorphic",6,3,"25 - 50 %","Predator","checked","","checked","","1,2,4,5,6,9","Imago","","","","","",NA,"Jeannel (1928): 286",1,350,51,9,6417,6417,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 198","Freude et al. (2006): 85","Freude et al. (2006): 85","Freude et al. (2006): 85","Freude et al. (2006): 85","GAC, Ed. (2009)","Freude et al. (2006): 85","","",NA
"396",6422,"Nebriinae","Notiophilini","","notiophilus","","germinyi","Fauvel",1863,"Central Europe","widespread","AB,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR,IT,LA,LT,MD,NL,NR,NT,PL,SK,SL,SP,ST,SV,SZ,YU,ES,KZ,TR,WS","dimorphic",6,4,"25 - 50 %","Predator","checked","","checked","","1,2,4,6,7,8,9","Imago","","","","","",NA,"Jeannel (1928): 310",1,350,51,9,6422,6422,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 79","Chatenet (2005): 194","Freude et al. (2006): 84","Freude et al. (2006): 84","Freude et al. (2006): 84","GAC, Ed. (2009)","Freude et al. (2006): 84","","",NA
"397",6432,"Nebriinae","Notiophilini","","notiophilus","","laticollis","Chaudoir",1850,"Central Europe","widespread","AB,AR,AU,BH,BU,CZ,GE,HU,MC,MD,PL,RO,SK,ST,UK,YU,TR","dimorphic",5,4,"25 - 50 %","Predator","checked","","checked","","","Imago","","","","","",NA,"Jeannel (1928): 208",1,350,51,9,6432,6432,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 85","Freude et al. (2006): 85","Freude et al. (2006): 85","Freude et al. (2006): 85","Freude et al. (2006): 85","","Freude et al. (2006): 85","","",NA
"398",6437,"Nebriinae","Notiophilini","","notiophilus","","palustris","Duftschmid",1812,"Central Europe","widespread","AB,AU,BE,BH,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR,IT,LA,LS,LT,MC,MD,NL,NR,NT,PL,SK,SL,SP,ST,SV,SZ,UK,YU,ES,KZ,WS","dimorphic",6,4,"25 - 50 %","Predator","checked","","checked","","1,6,7,8,9","Imago","","","","","",NA,"",1,350,51,9,6437,6437,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1941): 208","Lindroth (1985/86): 79","Freude et al. (2006): 84","Freude et al. (2006): 84","Freude et al. (2006): 84","GAC, Ed. (2009)","Freude et al. (2006): 84","","",NA
"399",6442,"Nebriinae","Notiophilini","","notiophilus","","rufipes","Curtis",1829,"Central Europe","restricted","AB,AR,AU,BE,BH,BU,CR,CT,CZ,DE,FR,GB,GE,GG,GR,HU,IT,LS,MC,MD,NL,NR,NT,PL,PT,SK,SL,SP,ST,SV,SZ,UK,ES,TR","winged",6,4,"25 - 50 %","Predator","checked","","checked","","5,6,7","Imago","","","","","",NA,"",1,350,51,9,6442,6442,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 197, Jeannel (1941): 208","Lindroth (1985/86): 80","Freude et al. (2006)","Freude et al. (2006)","Freude et al. (2006)","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"400",6446,"Nebriinae","Notiophilini","","notiophilus","","substriatus","G. R. Waterhouse",1833,"Central Europe","widespread","AU,BE,BH,BU,CR,FR,GB,GE,HU,IR,IT,MC,NL,SL,SP,SZ,UK,YU,MO,TR","dimorphic",5,4,"25 - 50 %","Predator","checked","","checked","","1,4,5,9","Imago","","","","","",NA,"",1,350,51,9,6446,6446,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Bonavita et al. (2003): 394","Bonavita et al. (2003): 394","Freude et al. (2006): 85","Freude et al. (2006): 85","Freude et al. (2006): 85","GAC, Ed. (2009)","Freude et al. (2006): 85","","",NA
"401",6453,"Trechinae","Bembidiini","Bembidiina","ocys","","harpaloides","Audinet-Serville",1821,"Central Europe","widespread","AU,AZ,BE,BH,CR,DE,FR,GB,GE,GR,HU,IR,IT,MA,NL,NR,PT,SK,SL,SP,SZ,YU,AG,MO,MR,TU","dimorphic",6,4,"10 - 25 %","","","","","","4,5","","","","","","",NA,"",1,350,51,9,6453,6453,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Turin (2000): 248","Jeannel (1941): 449","Turin (2000): 248","","","GAC, Ed. (2009)","","","",NA
"402",6462,"Trechinae","Bembidiini","Bembidiina","ocys","","quinquestriatus","Gyllenhal",1810,"Central Europe","widespread","AU,BE,BH,BY,CR,CZ,DE,EN,FR,GB,GE,GR,HU,IR,IT,LA,LU,NL,NR,RO,SK,SL,SP,ST,SV,SZ,UK,IS","winged",5,3,"10 - 25 %","","","","","","7,8","","","","","","",NA,"",1,350,51,9,6462,6462,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Ortuna & Toribio: 45","Turin (2000): 248","Freude et al. (2006): 161","","","GAC, Ed. (2009)","","","",NA
"407",6539,"Harpalinae","Oodini","","oodes","","gracilis","Villa & Villa",1833,"Central Europe","widespread","AL,AU,BE,BH,BU,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GR,HU,IT,LA,LS,LT,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,MO,ES,KZ,TD,TR,WS","winged",9,7,"10 - 25 %","","","","","","1,4","","","","","","",NA,"Antoine (1957): 229",1,350,51,9,6539,6539,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","","","","","","GAC, Ed. (2009)","","","",NA
"408",6540,"Harpalinae","Oodini","","oodes","","helopioides","Fabricius",1792,"Central Europe","widespread","AL,AU,BE,BH,BU,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GR,HU,IT,LA,LS,LT,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,MO,ES,KZ,TD,TR,WS,JA","winged",9,7,"10 - 25 %","","","","","","1,3,4,5","","","","","","",NA,"",1,350,51,9,6540,6540,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","","","","","","GAC, Ed. (2009)","","","",NA
"409",6554,"Harpalinae","Harpalini","Harpalina","ophonus","Ophonus","ardosiacus","Lutshnik",1922,"Central Europe","","AL,AN,AU,AZ,BE,BH,BU,CR,CZ,FR,GB,GE,GG,GR,HU,IT,LU,MA,MD,NL,PL,RO,SK,SL,SP,ST,SZ,UK,YU,AG,MO,MR,TU,TR","winged",14,10,"10 - 25 %","","","","","","7,9","Imago","","","","","",NA,"",1,350,51,9,6554,6554,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 389","Freude et al. (2006): 389","Freude et al. (2006): 389","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"410",6555,"Harpalinae","Harpalini","Harpalina","ophonus","Hesperophonus","azureus","Fabricius",1775,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,FR,GB,GE,GG,GR,HU,IT,KZ,LA,LU,MC,MD,NL,NT,PL,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,AG,IN,IQ,KI,KZ,TD,TM,TR,TR,WS,UZ,WS,XIN","dimorphic",9,6,"10 - 25 %","Herbivore","","","","","7,9","Imago","","","","","",NA,"",1,350,51,9,6555,6555,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 390","Lindroth (1985/86): 346","Freude et al. (2006): 390","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"411",6559,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","brevicollis","Audinet-Serville",1821,"Central Europe","","AL,BU,CR,CZ,FR,GE,GR,HU,SL,SP,TR","winged",8,6,"10 - 25 %","","","","","","9","Imago","","","","","",NA,"Apfelbeck (1904): 273",1,350,51,9,6559,6559,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 395","Jeannel (1942a): 647","Freude et al. (2006): 395","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"412",6563,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","cordatus","Duftschmid",1812,"Central Europe","","AL,AR,AU,BE,BH,BU,CZ,FR,GB,GE,GG,GR,HU,IT,MD,NL,PL,PT,RO,SK,SP,ST,SZ,UK,AG,MO,IN,KI,KZ,TM,TR,WS","winged",10,7,"10 - 25 %","","","","","","7,9","Imago","","","","","",NA,"Winkler (1933b): 118",1,350,51,9,6563,6563,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 392","Turin (2000): 442","Freude et al. (2006): 392","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"413",6568,"Harpalinae","Harpalini","Harpalina","ophonus","Ophonus","diffinis","Dejean",1829,"Central Europe","","AL,AR,AU,BH,BU,CR,CZ,FR,GE,GG,GR,HU,IT,MD,RO,SK,SL,SP,ST,SZ,UK,YU,IN,IS,LE,TR","winged",14,8,"10 - 25 %","","","","","","1,9","Imago","","","","","",NA,"",1,350,51,9,6568,6568,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 390","Jeannel (1942a): 640","Freude et al. (2006): 390","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"414",6583,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","laticollis","Mannerheim",1825,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IT,LT,LU,MD,NL,NT,PL,RO,SK,SL,ST,SV,SZ,UK,YU,KI,KZ,TR,WS","winged",11,8,"10 - 25 %","","","","","","1,4,6,7,9","Imago","","","","","",NA,"",1,350,51,9,6583,6583,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 391","Lindroth (1985/86): 342","Freude et al. (2006): 391","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"415",6586,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","melletii","Heer",1837,"Central Europe","widespread","AB,AU,BE,BH,BU,CT,CZ,DE,FR,GB,GE,GG,HU,IT,LU,MD,NL,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,IN,IS,LE,TM,TR","winged",8,5,"10 - 25 %","","","","","","1,6,7,9","Imago","","","","","",NA,"",1,350,51,9,6586,6586,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 394","Lindroth (1985/86): 343","Freude et al. (2006): 394","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"416",6592,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","parallelus","Dejean",1829,"Central Europe","","AL,AU,BE,BH,BU,CR,FR,GB,GE,HU,IT,NL,SK,SL,SP,ST,SZ,UK,YU,TR","winged",8,5,"10 - 25 %","","","","","","7,9","Imago","","","","","",NA,"Lindroth (1985/86): 346, Freude et al. (2006): 390",1,350,51,9,6592,6592,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 394","Jeannel (1942a): 651","Freude et al. (2006): 394","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"417",6595,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","puncticeps","Stephens",1828,"Central Europe","widespread","AL,AR,AU,BE,BH,BU,CR,CZ,DE,FR,GB,GE,GG,GR,HU,IR,IT,LA,LU,MC,MD,NL,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,MO,CY,IN,LE,SY,TM,TR","winged",10,6,"10 - 25 %","","","","","","1,7,9","Imago","","","","","",NA,"Antoine (1959): 372",1,350,51,9,6595,6595,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 393","Lindroth (1985/86): 346","Freude et al. (2006): 393","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"418",6596,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","puncticollis","Paykull",1798,"Central Europe","widespread","AL,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LU,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,KZ,TD,TR,WS","winged",10,6,"10 - 25 %","","","","","","7,9","Imago","","","","","",NA,"Jeannel (1942a): 647, Freude et al. (2006): 395",1,350,51,9,6596,6596,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 393","Lindroth (1985/86): 343","Freude et al. (2006): 393","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"419",6600,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","rufibarbis","Fabricius",1792,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,CR,CT,CZ,DE,FR,GB,GE,GG,GR,HU,IT,LA,LU,MC,MD,NL,PL,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,TR","winged",9,6,"10 - 25 %","Herbivore","","","","","1,3,4,6,7,9","Imago","","","","","",NA,"Turin (2000): 442, Freude et al. (2006): 392",1,350,51,9,6600,6600,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 395","Lindroth (1985/86): 345","Freude et al. (2006): 395","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"420",6601,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","rupicola","Sturm",1818,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,CR,CT,CZ,DE,FR,GB,GE,GG,GR,HU,IT,LA,LU,MC,MD,NL,PL,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,TR","winged",9,7,"10 - 25 %","","","","","","7,9","Imago","","","","","",NA,"",1,350,51,9,6601,6601,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 394","Turin (2000): 449","Freude et al. (2006): 394","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"421",6602,"Harpalinae","Harpalini","Harpalina","ophonus","Ophonus","sabulicola","Panzer",1796,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,CR,CZ,FR,GB,GE,GG,GR,HU,IT,LU,MA,MC,MD,PL,PT,RO,SK,SL,SP,ST,SZ,TR,UK,YU,IN,IQ,IS,SY,TR","winged",18,12,"10 - 25 %","Herbivore","","","","","7,9","Imago","","","","","",NA,"Jeannel (1942a): 642, Freude et al. (2006): 390",1,350,51,9,6602,6602,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 389","Jeannel (1942a): 639","Freude et al. (2006): 389","Freude et al. (2006): 389","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"422",6604,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","schaubergerianus","Puel",1937,"Central Europe","widespread","AL,AU,BE,BH,BU,CR,CZ,FI,FR,GB,GE,GR,HU,IT,LA,LU,MD,NL,SK,SL,SP,SZ,TR,UK,TR","winged",10,7,"10 - 25 %","","","","","","4,7,9","Imago","","","","","",NA,"",1,350,51,9,6604,6604,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 395","Lindroth (1985/86): 345","Freude et al. (2006): 395","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"423",6607,"Harpalinae","Harpalini","Harpalina","ophonus","Ophonus","stictus","Stephens",1828,"Central Europe","widespread","AB,AR,AU,AZ,BE,BH,BU,CR,CT,CZ,FR,GB,GE,GG,GR,HU,IT,LA,LU,MD,NL,NT,PL,PT,RO,SK,SL,SP,ST,SZ,UK,ES,KI,KZ,TM,TR,WS","winged",17,11,"10 - 25 %","Herbivore","","","","","1,7,8,9","Imago","","","","","",NA,"Antoine (1959): 368",1,350,51,9,6607,6607,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 387, Jeannel (1942a): 640","Turin (2000): 441","Freude et al. (2006): 387","Freude et al. (2006): 387","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"424",6610,"Harpalinae","Harpalini","Harpalina","ophonus","Metophonus","subsinuatus","Rey",1886,"Central Europe","widespread","BU,CZ,FR,GB,GE,HU,IT,MD,PT,SK,SP,UK,AG,MO,TU,IS","winged",8,6,"10 - 25 %","Herbivore","","","","","1","Imago","","","","","",NA,"Freude et al. (2006): 391",1,350,51,9,6610,6610,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Antoine (1959): 370","Antoine (1959): 370","Antoine (1959): 370","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"427",6732,"Harpalinae","Platynini","","oxypselaphus","","obscurus","Herbst",1784,"Central Europe","widespread","WS,KZ,YU,UK,SZ,SV,ST,SP,SL,SK,PL,NT,NR,NL,MD,LT,LA,IT,IR,HU,GE,GB,FR,FI,EN,DE,CZ,CT,BU,BH,BE,AU","dimorphic",6,4,"10 - 25 %","Predator","","","","","1,4,5,6","","","","selected","","selected",NA,"Schatzmayr (1942): 67",1,350,51,9,6732,6732,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 255, Turin (2000): 368","Lindroth (1985/86): 278","Lindroth (1985/86): 278","Lindroth (1985/86): 278","","GAC, Ed. (2009)","","","",NA
"433",6843,"Harpalinae","Harpalini","Harpalina","parophonus","Parophonus","dejeani","Csiki",1932,"Central Europe","widespread","AL,AU,BE,CR,RU,FR,GE,GR,HU,IT,LU,MA,NL,PT,PT,RO,SK,SP,YU","winged",8,6,"10 - 25 %","Herbivore","","","","","","","","","","","",NA,"",1,350,51,9,6843,6843,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 353","Freude et al. (2006): 353","Freude et al. (2006): 353","Freude et al. (2006): 353","","","","","",NA
"434",6854,"Harpalinae","Harpalini","Harpalina","parophonus","Parophonus","mendax","P. Rossi",1890,"Central Europe","widespread","AL,AU,BE,CR,RU,FR,GE,GR,HU,IT,LU,MA,NL,PT,RO,SK,SP,YU,KZ,TR","winged",10,6,"10 - 25 %","Herbivore","","","","","","Larva","","","","","",NA,"",1,350,51,9,6854,6854,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 352","Jeannel (1942a): 627","Freude et al. (2006): 352","Freude et al. (2006): 352","","","Freude et al. (2006): 352","","",NA
"435",6865,"Trechinae","Patrobini","","patrobus","","assimilis","Chaudoir",1844,"Central Europe","widespread","AU,BY,CT,CZ,DE,EN,FA,FI,GB,GE,IR,LA,MD,NR,NT,PL,SK,SV,ES,KZ,WS","shortwinged",8,6,"25 - 50 %","Predator","","","","","2,3,4,5","Imago","May","September","","","checked",NA,"",1,350,51,9,6865,6865,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 362","Freude et al. (2006): 213","Lindroth (1985/86): 113","Lindroth (1985/86): 113","Lindroth (1985/86): 113","GAC, Ed. (2009)","Lindroth (1985/86): 113","Lindroth (1985/86): 113","",NA
"436",6866,"Trechinae","Patrobini","","patrobus","","atrorufus","Stroem",1768,"Central Europe","widespread","WS,KZ,UK,SZ,SV,ST,SP,SL,SK,RO,PL,NT,NR,NL,,LU,LT,LA,IT,IR,IC,HU,GE,GB,FR,FI,FA,EN,DE,CZ,CT,CR,BY,BU,BH,BE,AU","dimorphic",10,7,"25 - 50 %","Predator","","","","","1,3,4,5,9","Larva/Imago","May","September","selected","","",NA,"",1,350,51,9,6866,6866,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 214","Freude et al. (2006): 214","Freude et al. (2006): 214","Lindroth (1985/86): 114","Lindroth (1985/86): 114","GAC, Ed. (2009)","Lindroth (1985/86): 114","Lindroth (1985/86): 114","",NA
"437",6872,"Trechinae","Patrobini","","patrobus","","septentrionis","Dejean",1828,"Central Europe","widespread","AU,CT,CZ,DE,EN,FA,FI,FR,GB,GE,IC,IR,IT,LA,NR,NT,PL,SV,SZ,UK,ES,KZ,WS","winged",11,7,"25 - 50 %","Predator","","","","","3,4,5","Imago","May","September","","","checked",NA,"Freude et al. (2006): 353",1,350,51,9,6872,6872,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 361","Chatenet (2005): 361","Lindroth (1985/86): 110","Lindroth (1985/86): 110","Lindroth (1985/86): 110","GAC, Ed. (2009)","Lindroth (1985/86): 110","Lindroth (1985/86): 110","",NA
"441",7038,"Harpalinae","Lebiini","Dromiina","philorhizus","","melanocephalus","Dejean",1825,"Central Europe","widespread","AB,BE,BH,BU,DE,EN,FR,GB,GE,GR,HU,IR,IT,NL,PL,PT,SP,SV,AG,MO,TU,SY,TR","dimorphic",3,2,"25 - 50 %","","","","","","4,5,7,9","Imago","","","","","",NA,"",1,350,51,9,7038,7038,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 464","Lindroth (1985/86): 433","Freude et al. (2006): 464","","","GAC, Ed. (2009)","Lindroth (1985/86): 433","","",NA
