"genus","species","newsesync_country_sesync_invasive","newsesync_invasive_sesync_invasive","newtamburini_invasive.status_tamburini_invasive","newtamburini_study.area_tamburini_invasive","newglobalants_continent_globalants_invasive","newglobalants_invasive.to.political.region1_globalants_invasive","newglobalants_political.region1_globalants_invasive","newemerystickytrap_countryconfirmed_emerysticky_invasive","newemerystickytrap_nat_inv_un_emerysticky_invasive"
"harpalus","attenuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","autumnalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","calceatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","caspius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","cephalotes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","cupreus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","dimidiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","distinguendus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","flavescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","flavicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","froelichii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","fuscicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","fuscipalpis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","griseus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","hirtipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","honestus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","hospes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","laevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","latus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","luteicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","marginellus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","melancholicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","modestus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","neglectus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","picipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","politus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","progrediens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","pumilus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","pygmaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","rubripes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","rufipalpis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","rufipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","serripes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","servus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","signaticornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","smaragdinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","solitaris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","subcylindricus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","sulphuripes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","tardus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","tenebrosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","zabroides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"helicoverpa","armigera","south africa","native","Native","Africa",NA,NA,NA,NA,NA
"helopeltis","sulawesi",NA,NA,"Native","South-eastern Asia",NA,NA,NA,NA,NA
"himacerus","apterus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"himacerus","major",NA,NA,NA,NA,NA,NA,NA,NA,NA
"himacerus","mirmicoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hippodamia","convergens",NA,NA,NA,NA,NA,NA,NA,"NAM","Inv"
"hippodamia","notata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hippodamia","tredecimpunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hippodamia","variegata",NA,NA,NA,NA,NA,NA,NA,"Palarctic","Inv"
"histopona","torpida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hylotrupes","bajulus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypera","arator",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypera","meles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypera","nigrirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypera","plantaginis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypera","postica","united states","invasive","Exotic","North America",NA,NA,NA,NA,NA
"hypera","rumicis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypera","suspiciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypera","zoilus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hyperaspis","conclusa",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"hyperaspis","elegantissima",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"hyperaspis","festiva",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"hyperaspis","gordoni",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"hyperaspis","longula",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"hyperaspis","matronata",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"hyperaspis","sp13",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"hyperaspis","sp19",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"hypoponera","1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","113",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","39",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","80",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","JTL013",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","antcnp_sp2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","cf. confinis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","eduardi",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"hypoponera","inexorata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","opacior",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","parva",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sabrone",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp. 04",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"hypoponera","sp.02",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"hypoponera","sp.03",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"hypoponera","sp.10",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.11",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.12",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.13",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.14",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.15",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.16",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.17",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.18",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.19",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.20",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.21",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.22",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.23",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.24",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.5",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.6",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.7",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.8",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypoponera","sp.9",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"hypothenemus","hampei","usa puerto rico","invasive","Exotic","Central America",NA,NA,NA,NA,NA
"ichneumonidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilyobates","propinquus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilyobates","subopacus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"jacksonella","falconeri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"judolia","sexmaculata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"labidus","coecus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"labidus","praedator",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"lachnomyrmex","plaumanni",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"laemostenus","terricola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lamia","textor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"larinioides","cornutus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"larinioides","suspicax",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","brunnipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","fulvipenne",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","longulum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","multipunctum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","pallidipenne",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","pallidum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","quadratum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","volgense",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leioderes","kollari",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leiopus","nebulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leiopus","punctulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","ferrugineus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","fulvibarbis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","nitidus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","rufomarginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","spinibarbis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","terminatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepidoptera","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepthyphantes","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptinotarsa","decemlineata","united states","native",NA,NA,NA,NA,NA,NA,NA
"leptogenys","120",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","139",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","140",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","143",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","146",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","15",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","160",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","67",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","68",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","77",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","diminuta",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","exigua",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","intermedia",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptogenys","kitteli",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"leptogenys","rufida",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"leptogenys","sp._nr._conigera",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"leptura","quadrifasciata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepturalia","nigripes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepturobosca","virens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"licinus","cassideus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"licinus","depressus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"licinus","hoffmannseggii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"licinus","oblongus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"liocranoeca","striata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lionychus","quadrillum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"liriomyza","huidobrensis",NA,NA,"Native","South  America",NA,NA,NA,NA,NA
"liriomyza","sativae","united states","native","Native","Central America",NA,NA,NA,NA,NA
"lobesia","botrana","france","native","Native","Europe",NA,NA,NA,NA,NA
"loricera","pilicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","gemellatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","hesperus","united states","native","Native","North America",NA,NA,NA,NA,NA
"lygus","lineolaris","united states","native","Native","North America",NA,NA,NA,NA,NA
"lygus","pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","rugulipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","wagneri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"macrocentrus","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"macrosiphum","euphorbiae","united states","native","Native","Central America",NA,NA,NA,NA,NA
"mangora","acalypha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"medon","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"megatoma","undata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meioneta","affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meioneta","rurestris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meioneta","saxatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"melanostoma","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"melanostoma","mellinum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"melanostoma","scalare",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","aeneus","germany","native","Native","Europe",NA,NA,NA,NA,NA
"meligethes","brachialis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","carinulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","coeruleovirens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","coracinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","difficilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","flavimanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","maurus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","morosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","nigrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","ovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","persicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","rotundicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","ruficornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","subaeneus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","symphyti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","umbrosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","viridescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"melittobia","acasta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesosa","curculionoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesosa","nebulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesus","rugatifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA
"metopolophium","dirhodum","serbia","native","Native","Europe South America",NA,NA,NA,NA,NA
"micaria","albovittata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","coarctata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","dives",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","formicaria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","guttigera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","pulicaria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","rossica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micrargus","apertus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micrargus","herbigradus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micrargus","subaequalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlestes","fissuralis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlestes","maurus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlestes","minutulus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlinyphia","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micromus","angulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"micromus","variegatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"molops","elatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"molops","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"molorchus","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"molorchus","umbellatarum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"monocephalus","fuscipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"monochamus","galloprovincialis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"monochamus","sutor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"monochamus","urussovii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"monodontomerus","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"monodontomerus","obscurus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"monodontomerus","obsoletus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","12",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","9",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","93",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","96",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","?fieldi  fieldi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","donisthorpei",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","fieldi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","flavipes gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","floricola",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"monomorium","intrudens",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"monomorium","leae",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","leave laeve gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","leave laeve gp. sp. SS 2 & leave laeve gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","musicum",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","nigrius",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","pharaonis",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"monomorium","rothsteini gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sordidum gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sordidum gp. sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sordidum gp. sp. SS 3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp. 3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp. 5 aff. floricola",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._14_nigrius_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._1_rothsteini_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._24_laeve_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._26_sydneyense_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._33_laeve_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._37_nigrius_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._39_nigrius_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._7_insolescens_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","sp._8_carinatum_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","taedium",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","un01",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"monomorium","viride",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"mycetoporus","bimaculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","forticornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","lepidus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","longulus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","nigricollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"myzus","cerasi","switzerland","native","Native","Europe",NA,NA,NA,NA,NA
"nabis","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","brevis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","ferus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","flavomarginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","limbatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","pseudoferus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","punctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","rugosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nasonovia","ribisnigri","united states","invasive","Exotic","South and Central America",NA,NA,NA,NA,NA
"nebria","brevicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","germarii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","hellwigii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","jockischii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","livida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","picicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","rufescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","salina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"necydalis","major",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nehemitropia","lividipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"neoscona","adianta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nivellia","sanguinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nothorhina","muricata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","aestuans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","aquaticus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","biguttatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","germinyi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","laticollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","quadripunctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","rufipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","substriatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"notoxus","monoceros",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nysius","cymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nysius","ericae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nysius","senecionis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nysius","thymi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oberea","linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oberea","oculata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"obrium","brunneum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"obrium","cantharinum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"octostruma","balzani",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"octostruma","petiolata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"octostruma","rugifera",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"octostruma","sp.L",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"octostruma","stenognatha",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"ocypus","brunnipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocypus","fuscatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocypus","nero",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocypus","nitens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocys","harpaloides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocys","quinquestriatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","65",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"odontomachus","75",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"odontomachus","affinis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"odontomachus","bauri",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"odontomachus","chelifer",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
