genus,species,country_sesync_invasive,invasive.status_tamburini_invasive,invasive_sesync_invasive,study.area_tamburini_invasive,continent_globalants_invasive,invasive.to.political.region1_globalants_invasive,political.region1_globalants_invasive,countryconfirmed_emerysticky_invasive,nat_inv_un_emerysticky_invasive,number_agree,final_answer
labidus,coecus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
labidus,praedator,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
lachnomyrmex,plaumanni,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
laemostenus,terricola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lamia,textor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
larinioides,cornutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
larinioides,suspicax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lathrobium,brunnipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lathrobium,fulvipenne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lathrobium,longulum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lathrobium,multipunctum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lathrobium,pallidipenne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lathrobium,pallidum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lathrobium,quadratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lathrobium,volgense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leioderes,kollari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leiopus,nebulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leiopus,punctulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leistus,ferrugineus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leistus,fulvibarbis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lepidoptera,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lepthyphantes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leptinotarsa,decemlineata,united states,NA,native,NA,NA,NA,NA,NA,NA,1,native
leptogenys,kitteli,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
leptogenys,rufida,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
leptogenys,120,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,139,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,140,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,143,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,146,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,15,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,160,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,67,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,68,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,77,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,diminuta,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,exigua,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,intermedia,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptogenys,sp._nr._conigera,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
leptura,quadrifasciata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lepturalia,nigripes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lepturobosca,virens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
liocranoeca,striata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
liriomyza,huidobrensis,NA,Native,NA,South  America,NA,NA,NA,NA,NA,1,native
liriomyza,sativae,united states,Native,native,Central America,NA,NA,NA,NA,NA,2,native
lobesia,botrana,france,Native,native,Europe,NA,NA,NA,NA,NA,2,native
loricera,pilicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lygus,gemellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lygus,pratensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lygus,rugulipennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lygus,wagneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lygus,hesperus,united states,Native,native,North America,NA,NA,NA,NA,NA,2,native
lygus,lineolaris,united states,Native,native,North America,NA,NA,NA,NA,NA,2,native
macrocentrus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
macrosiphum,euphorbiae,united states,Native,native,Central America,NA,NA,NA,NA,NA,2,native
mangora,acalypha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
medon,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
megatoma,undata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meioneta,affinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meioneta,rurestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meioneta,saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melanostoma,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melanostoma,mellinum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melanostoma,scalare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,brachialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,carinulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,coeruleovirens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,coracinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,difficilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,flavimanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,maurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,morosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,nigrescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,ovatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,persicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,rotundicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,ruficornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,subaeneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,symphyti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,umbrosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,viridescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligethes,aeneus,germany,Native,native,Europe,NA,NA,NA,NA,NA,2,native
melittobia,acasta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mesosa,curculionoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mesosa,nebulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mesus,rugatifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metopolophium,dirhodum,serbia,Native,native,Europe South America,NA,NA,NA,NA,NA,2,native
micaria,albovittata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micaria,coarctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micaria,dives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micaria,formicaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micaria,guttigera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micaria,pulicaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micaria,rossica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micrargus,apertus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micrargus,herbigradus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micrargus,subaequalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
microlestes,fissuralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
microlestes,maurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
microlestes,minutulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
microlinyphia,pusilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micromus,angulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micromus,variegatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
molops,elatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
molops,piceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
molorchus,minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
molorchus,umbellatarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monocephalus,fuscipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monochamus,galloprovincialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monochamus,sutor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monochamus,urussovii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monodontomerus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monodontomerus,obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monodontomerus,obsoletus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monomorium,floricola,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
monomorium,intrudens,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
monomorium,pharaonis,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
monomorium,1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,12,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,9,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,93,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,96,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,?fieldi  fieldi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,donisthorpei,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,fieldi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,flavipes gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,leae,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,leave laeve gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,leave laeve gp. sp. ss 2 & leave laeve gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,musicum,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,nigrius,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,rothsteini gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sordidum gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sordidum gp. sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sordidum gp. sp. ss 3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp. 3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp. 5 aff. floricola,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._14_nigrius_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._1_rothsteini_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._24_laeve_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._26_sydneyense_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._33_laeve_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._37_nigrius_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._39_nigrius_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._7_insolescens_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,sp._8_carinatum_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,taedium,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,un01,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
monomorium,viride,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
mycetoporus,bimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mycetoporus,forticornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mycetoporus,lepidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mycetoporus,longulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mycetoporus,nigricollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myzus,cerasi,switzerland,Native,native,Europe,NA,NA,NA,NA,NA,2,native
nabis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nabis,brevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nabis,ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nabis,flavomarginatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nabis,limbatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nabis,pseudoferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nabis,punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nabis,rugosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nasonovia,ribisnigri,united states,Exotic,invasive,South and Central America,NA,NA,NA,NA,NA,2,invasive
nebria,brevicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nebria,salina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
necydalis,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nehemitropia,lividipennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neoscona,adianta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nivellia,sanguinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nothorhina,muricata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notiophilus,aestuans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notiophilus,aquaticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notiophilus,biguttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notiophilus,germinyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notiophilus,laticollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notiophilus,palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notiophilus,quadripunctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notiophilus,rufipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
notoxus,monoceros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nysius,cymoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nysius,ericae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nysius,senecionis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nysius,thymi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oberea,linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oberea,oculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
obrium,brunneum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
obrium,cantharinum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
octostruma,balzani,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
octostruma,petiolata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
octostruma,rugifera,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
octostruma,sp.l,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
octostruma,stenognatha,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
ocypus,brunnipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocypus,fuscatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocypus,nero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocypus,nitens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocys,harpaloides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
odontomachus,simillimus,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
odontomachus,monticola,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
odontomachus,sp.2,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
odontomachus,65,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
odontomachus,75,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
odontomachus,affinis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
odontomachus,bauri,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
odontomachus,chelifer,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
odontomachus,meinerti,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
odontomachus,relictus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
odontomachus,sp._nr._turneri,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
odontomachus,testaceus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
oedothorax,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oedothorax,agrestis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oedothorax,apicatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oedothorax,fuscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oedothorax,gibbosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oedothorax,retusus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oligomyrmex,110,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
oligomyrmex,117,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
oligomyrmex,128,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
oligomyrmex,142,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
oligomyrmex,20,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
oligomyrmex,73,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
oligota,inflata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oligota,parva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oligota,pusillima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
omalium,caesum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
omalium,excavatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
omalium,rivulare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
omalus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
omalus,aeneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
omalus,puncticollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ontholestes,murinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oodes,helopioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophiomyia,simplex,united states,Native,invasive,North America,NA,NA,NA,NA,NA,0,invasive
ophonus,ardosiacus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophonus,azureus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophonus,brevicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophonus,cribricollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophonus,diffinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophonus,laticollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophonus,puncticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophonus,rufibarbis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ophonus,schaubergerianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oplosia,cinerea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orius,insidiosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orius,majusculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orius,minutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orius,niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ostrinia,nubilalis,united states,Exotic,invasive,North America,NA,NA,NA,NA,NA,2,invasive
oulema,duftschmidi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oulema,gallaeciana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oulema,sp.,switzerland,NA,native,NA,NA,NA,NA,NA,NA,1,native
oulema,melanopus,switzerland,Native,native,Europe,NA,NA,NA,NA,NA,2,native
oxybelus,uniglumis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxymirus,cursor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxyopes,heterophthalmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxyopes,mediterraneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxyopes,nigripalpis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxyopes,ramosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,acuminata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,brachyptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,brevicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,exoleta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,haemorrhoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,longipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,opaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,tarda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypoda,umbrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oxypselaphus,obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ozyptila,claveata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ozyptila,furcula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ozyptila,pauxilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ozyptila,praticola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ozyptila,simplex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ozyptila,trux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pachycondyla,stigma,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
pachycondyla,1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,162,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,60,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,97,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,bucki,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,caffraria,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,ferruginea,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,harpax,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,impressa,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,peringueyi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,pr.harpax,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,pumicosa,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,striata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,tridentata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachycondyla,wroughtonii,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pachygnatha,clercki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pachygnatha,degeeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pachygnatha,listeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pachymorphus,sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pachymorphus,sp2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pachyta,lamed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
paederus,brevipennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
paederus,fuscipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
paederus,littoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
panamomops,sulcifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
paratrechina,longicornis,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
paratrechina,umbra,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
