"genus","species","newcarabids_habitatpreference_carabids_habitat","newmartin2019_overwintering_habitat_martin2019_habitat","newmartin2019_stratum_martin2019_habitat","newsesync_crops_sesync_habitat","newsesync_finalhabitat_sesync_habitat","newsesync_overwinter.location_sesync_habitat","newtamburini_habitat.breadth_tamburini_habitat","newtamburini_host.breadth..n..host.families._tamburini_habitat","newjeppsson_larval.host.plants..nr.._jeppsson_habitat","newjeppsson_overwintering.stage..adult.larvae._jeppsson_habitat","newjeppsson_substrate.utilization.breadth..nr.._jeppsson_habitat","newarthropodtraits_stratum_use_arthropodtraits_habitat","newarthropodtraits_stratum_use_short_arthropodtraits_habitat","newemerystickytrap_habitat_emerysticky_habitat","newemerypitfalltrap_habitat_emerypit_habitat"
"clubiona","lutescens",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","neglecta",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h-t","u",NA,NA
"clubiona","pallidula",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","phragmitis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","pseudoneglecta",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","reclusa",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"clubiona","stagnatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"clubiona","subtilis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clytus","arietis",NA,NA,NA,NA,NA,NA,NA,NA,"7","L","2",NA,NA,NA,NA
"coccinella","magnifica",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinella","quinquepunctata",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"coccinella","septempunctata",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"coccinella","undecimpunctata",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinellidae","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinula","quatuordecimpustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"coelotes","terrestris",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coleomegilla","quadrifasciata.octodecimpustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"collinsia","inerrans",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"copitarsia","consueta",NA,NA,NA,NA,NA,NA,"Crop specialist","16",NA,NA,NA,NA,NA,NA,NA
"copitarsia","turbata",NA,NA,NA,NA,NA,NA,"Crop specialist","16",NA,NA,NA,NA,NA,NA,NA
"corticaria","abietorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"corticaria","obscura",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"corticaria","serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"corticaria","umbilicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"cortodera","femorata",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","1",NA,NA,NA,NA
"crematogaster","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","antcnp_sp11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","auberti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf. flavicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf. major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf. pythia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf._biroi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf._rogenhoferi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf._subnuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","coarctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","distans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","elysii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","emeryi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","flavitarsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","frivola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","laeviceps gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","laeviceps gp. sp. SS 1 & sp. SS 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","limata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","lineolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","modiglianii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","natalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","obnigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","paradoxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","polita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","queenslandica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","queenslandica gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sordidula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp. 11 aff. fritzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp. 15 aff. flavicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp. 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp. 7 aff. fritzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.3GroupA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp._2_australis_complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp._4_Group_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.prox. Obscurata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sumichrasti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","tarsata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","un02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","un03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","un04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creonitades","dilutus",NA,NA,NA,"gossypium hirsutum","Generalist","weeds;variety of plants",NA,NA,NA,NA,NA,NA,NA,NA,NA
"creontiades","dilutus",NA,NA,NA,NA,NA,NA,"Habitat generalist","14",NA,NA,NA,NA,NA,NA,NA
"cryptoblabes","gnidiella",NA,NA,NA,"punica granatum","Generalist","host_plants","Crop specialist","30",NA,NA,NA,NA,NA,NA,NA
"cychrus","attenuatus","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cychrus","caraboides","24569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cycloneda","ancoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"cycloneda","emarginada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"cycloneda","limbicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"cycloneda","sanguinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy","Canopy"
"cynipoidea","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","costatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","lectus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","minutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","olitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","plaumanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","rimosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp. 24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","strigatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","strigatus sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","transversus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"delia","radicum",NA,NA,NA,"brassica oleracea","crop","soil","Crop specialist","1",NA,NA,NA,NA,NA,NA,NA
"demetrias","atricapillus","1479","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"demetrias","imperialis","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"demetrias","monostigma","1459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dendrocerus","carpenteri",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","annulipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t","t",NA,NA
"deraeocoris","flavilinea",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","ruber",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"deraeocoris","trifasciatus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diabrotica","barberi",NA,NA,NA,NA,NA,NA,"Crop specialist","4",NA,NA,NA,NA,NA,NA,NA
"diabrotica","speciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diabrotica","virgifera",NA,NA,NA,"zea mays","crop","soil of field","Crop specialist","4",NA,NA,NA,NA,NA,NA,NA
"diachromus","germanus","79","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","g",NA,NA
"diaea","dorsata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"dibrachys","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","cavus",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","lignicola",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","microgastri",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicymbium","nigrum",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"dicymbium","tibiale",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diglyphus","isaea",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinaraea","angustula",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinoptera","collaris",NA,NA,NA,NA,NA,NA,NA,NA,"6","L","2",NA,NA,NA,NA
"diomus","agapitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","argentenicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","faustinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","jane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","petronilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","seminulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","sp11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","sp43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diomus","tucumanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"diplocephalus","cristatus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","graecus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","latifrons",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","marijae",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","picinus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"diplostyla","concolor",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"dipogon","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipogon","subintermedius",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipogon","variegatus",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discoelius","zonalis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","denticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","neotropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","sauteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","sexarticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dismodicus","bifrons",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"dismodicus","elevatus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"t","t",NA,NA
"dolichus","halensis","9","natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dolycoris","baccarum",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"drassyllus","lutetianus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","praeficus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","pusillus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","villicus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drepanotylus","uncatus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","agilis","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","angustus","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","fenestratus","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","meridionalis","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","quadraticollis","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","quadrimaculatus","569","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","schneideri","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drusilla","canaliculata",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drypta","dentata","469","natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschiriodes","tristis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s","s",NA,NA
"dyschirius","aeneus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s","s",NA,NA
"dyschirius","agnatus","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","angustatus","13789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","arenosus","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","bonellii","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","chalceus","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","digitatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","extensus","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","globosus","1","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"dyschirius","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","impunctipennis","145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","intermedius","13489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","laeviusculus","1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","neresheimeri","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","nitidus","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","obscurus","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","rufipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","semistriatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","tristis","134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dysdera","",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dysdera","erythrina",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ectatomma","edentatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ectatomma","muticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ectatomma","permagnum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ectatomma","ruidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ectatomma","tuberculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","aureus","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","cupreus","1345","natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","riparius","134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","uliginosus","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","ullrichii","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"empoasca","affinis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"empoasca","decipiens",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"empoasca","pteridis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"empoasca","vitis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,"t","t",NA,NA
"encyrtidae","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"enoplognatha","diversa",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"enoplognatha","latimana",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"enoplognatha","ovata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"enoplognatha","thoracica",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"episyrphus","balteatus",NA,"natural margin crop","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ergates","faber",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","3",NA,NA,NA,NA
"erigone","",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"erigone","atra",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"erigone","dentipalpis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"erigone","longipalpis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"erigonella","hiemalis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eriopis","conexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy"
"eriopis","connexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy&Ground","Canopy"
"eristalis","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","abusiva",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","arbustorum",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","horticola",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","interrupta",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
