scope,species,question,answer,unknown,known,question last word
DietBreadth - DietTaxa,clivina fossor,What is the diet of clivina fossor?,unknown (10),1,0,diet
DietBreadth - DietTaxa,clivina fossor,What is the diet of clubiona reclusa?,insect prey (1),0,1,diet
DietBreadth - DietTaxa,clubiona reclusa,What is the diet of coccinella magnifica?,"aphids (10), softscale insects (2), spider mites (2), mealybugs (2), insect eggs (1), pollen (1), other insects (1)",0,1,diet
DietBreadth - DietTaxa,coccinella magnifica,What is the diet of coccinella septempunctata?,"aphids (14), whiteflies (6), scale insects (3), small lepidopteran larvae (3), mealybugs (2), other small insects (1), natural food sources (1), artificial diets (1)",0,1,diet
DietBreadth - DietTaxa,coccinella septempunctata,What is the diet of coccinella undecimpunctata?,"aphids (4), scale insects (1), aphis craccivora (1), artificial diets (1)",0,1,diet
DietBreadth - DietTaxa,coccinula quatuordecimpustulata,What is the diet of coccinula quatuordecimpustulata?,pollen (1),0,1,diet
DietBreadth - DietTaxa,coccinula quatuordecimpustulata,What is the diet of coelotes terrestris?,unknown (17),1,0,diet
DietBreadth - DietTaxa,collinsia inerrans,What is the diet of collinsia inerrans?,unknown (19),1,0,diet
DietBreadth - DietTaxa,collinsia inerrans,What is the diet of copitarsia consueta?,"alstroemeria (1), aster (1), callistephus (1), chrysanthemum (1), dianthus (1), limonium (1), mentha (1), moluccella (1), solidago (1), brassica (1), chenopodium (1), coriandrum (1), asparagus (1), helianthus (1)",0,1,diet
DietBreadth - DietTaxa,copitarsia consueta,What is the diet of copitarsia turbata?,"las larvas se alimentan de las hojas (1), flores y granos en proceso de formacin (1)",0,1,diet
DietBreadth - DietTaxa,copitarsia turbata,What is the diet of crematogaster sumichrasti?,"grasshoppers (1), termites (1), wasps (1), small insects (1), egg sacs (1), spiderlings (1)",0,1,diet
DietBreadth - DietTaxa,creontiades dilutus,What is the diet of creontiades dilutus?,"lucerne (2), sunflowers (2), cotton (2), several pulse crops (1), apples (1), tomatoes (1), grapes (1), citrus (1), summer pulses (1), safflower (1), legumes (1), wild turnips (1), verbena (1), noogoora burr (1), thistles (1), grain legumes (1)",0,1,diet
DietBreadth - DietTaxa,cryptoblabes gnidiella,What is the diet of cryptoblabes gnidiella?,"sweet matter (1), dry flower parts (1), berry juice (1), berry stalks (1), feeding on about 60 different plant species (1), healthy grapes cryptoblabes gnidiella is highly polyphagous (0)",0,1,diet
DietBreadth - DietTaxa,cycloneda sanguinea,What is the diet of cycloneda sanguinea?,"specifically the greenbug schizaphis graminum (1), aphids scale insects mites thrips honeydew cycloneda sanguinea feeds on aphids (0)",0,1,diet
DietBreadth - DietTaxa,delia radicum,What is the diet of delia radicum?,"broccoli (5), broccoli (5), broccoli (5), rutabaga (4), cauliflower (4), cauliflower (4), radishes (4), rutabaga (4), turnip (3), turnip (3), turnips (2), canola (1), such as kale (1), kohlrabi (1), beets (1), swede (1), primarily brassicas (1), brassicaceae roots turnip (0), brassica rapa subsp rapa maggots feed on the roots of brassica plants adults feed on pollen and nectar (0), larvae feed on the taproots of brassica plants roots and leaves of brassica crops include cabbage (0), and radish the diet of delia radicum consists of the flesh of brassica plants (0), and cabbage the diet of delia radicum consists of the roots of cole crops such as cabbage (0), and celery crucifers the larvae of delia radicum eat the roots of cabbages and other brassicas (0), and radish delia radicum feeds on the roots of plants (0)",0,1,diet
DietBreadth - DietTaxa,demetrias atricapillus,What is the diet of demetrias atricapillus?,aphids cereal aphids other invertebrates seeds slugs eggs and larvae of flies and moths small caterpillars (0),0,1,diet
DietBreadth - DietTaxa,dendrocerus carpenteri,What is the diet of dendrocerus carpenteri?,unknown (10),1,0,diet
DietBreadth - DietTaxa,dendrocerus carpenteri,What is the diet of deraeocoris ruber?,"aphids (4), mites (2), insect eggs (1), small caterpillars (1), various small arthropods (1), nettles (1), psyllids (1), seeds (1)",0,1,diet
DietBreadth - DietTaxa,diabrotica barberi,What is the diet of diabrotica barberi?,"maize zea mays (1), spelt triticum spelta (1), rice oryza sativa (1), millet panicum miliaceum (1), cosmos petals (1), pollen (1), silks (1), immature ears (1), leaves (1)",0,1,diet
DietBreadth - DietTaxa,diabrotica virgifera,What is the diet of diabrotica virgifera?,"silks (1), a few wild grasses (1), zea mays field corn leaves (0), tassels of maize maize root maize (0)",0,1,diet
DietBreadth - DietTaxa,diachromus germanus,What is the diet of diachromus germanus?,unknown (9),1,0,diet
DietBreadth - DietTaxa,diaea dorsata,What is the diet of diaea dorsata?,"larger insects (1), flies (1), bees (1), butterflies (1), predator (1), other arthropods pollinators like bees and flies insectivorous (0)",0,1,diet
DietBreadth - DietTaxa,dicymbium nigrum,What is the diet of dicymbium nigrum?,unknown (25),1,0,diet
DietBreadth - DietTaxa,dicymbium nigrum,What is the diet of dinaraea angustula?,they eat other small insects such as springtails and mites (1),0,1,diet
DietBreadth - DietTaxa,diplocephalus cristatus,What is the diet of diplocephalus cristatus?,unknown (22),1,0,diet
DietBreadth - DietTaxa,diplocephalus cristatus,What is the diet of diplocephalus latifrons?,decaying oak leaves (1),0,1,diet
DietBreadth - DietTaxa,diplocephalus latifrons,What is the diet of diplocephalus picinus?,small flying insects (1),0,1,diet
DietBreadth - DietTaxa,diplostyla concolor,What is the diet of diplostyla concolor?,unknown (25),1,0,diet
DietBreadth - DietTaxa,dipogon subintermedius,What is the diet of dipogon subintermedius?,segestria senoculata female wasps catch spiders and use them to feed their larva (0),0,1,diet
DietBreadth - DietTaxa,dipogon subintermedius,What is the diet of discoelius zonalis?,"soki rolinne (1), larwy entomofagiczne (1), gsienice motyli (1), caterpillars nektar (0)",0,1,diet
DietBreadth - DietTaxa,dismodicus elevatus,What is the diet of dismodicus elevatus?,unknown (19),1,0,diet
DietBreadth - DietTaxa,dismodicus elevatus,What is the diet of dolichus halensis?,unknown (24),1,0,diet
DietBreadth - DietTaxa,dolycoris baccarum,What is the diet of dolycoris baccarum?,"leaves (2), seeds (2), rosaceae (1), asteraceae (1), linaria vulgaris (1), lamium album (1), honeysuckle (1), raspberries (1), plant sap (1), flowers (1), stems (1), fruits (1), small insects (1), dock (1), other plants in the polygonaceae family (1)",0,1,diet
DietBreadth - DietTaxa,drassyllus lutetianus,What is the diet of drassyllus lutetianus?,unknown (24),1,0,diet
DietBreadth - DietTaxa,drassyllus praeficus,What is the diet of drassyllus praeficus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,drassyllus praeficus,What is the diet of drassyllus pusillus?,unknown (10),1,0,diet
DietBreadth - DietTaxa,drepanotylus uncatus,What is the diet of drepanotylus uncatus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,drepanotylus uncatus,What is the diet of drusilla canaliculata?,"mites (2), mites (2), insects (1), springtails (1), small invertebrates (1), decomposing organic matter (1), smaller arthropods (1), insect eggs (1), larvae (1), aphids (1)",0,1,diet
DietBreadth - DietTaxa,drusilla canaliculata,What is the diet of drypta dentata?,"adult insects (1), their larvae (1), feeding on a wide range of arthropods (1), some on worms and molluscs (1), small arachnids predacious (0)",0,1,diet
DietBreadth - DietTaxa,dysdera erythrina,What is the diet of dysdera erythrina?,"woodlice (7), silverfish (1), earwigs (1), millipedes (1), small burying beetles (1), porquets de sant antoni (1), peixets dargent (1), dermpters (1)",0,1,diet
DietBreadth - DietTaxa,dysdera erythrina,What is the diet of enoplognatha thoracica?,unknown (10),1,0,diet
DietBreadth - DietTaxa,episyrphus balteatus,What is the diet of episyrphus balteatus?,"aphids (3), pollen (2), nectar adult hoverflies feed on pollen and nectar (0)",0,1,diet
DietBreadth - DietTaxa,erigone atra,What is the diet of erigone atra?,"e atra eat aphids (1), springtails (1), isotoma anglicana (1), folsomia fimetaria (1), gnats and other crop pests cereal aphids collembola species (0)",0,1,diet
DietBreadth - DietTaxa,erigone atra,What is the diet of erigone dentipalpis?,unknown (19),1,0,diet
DietBreadth - DietTaxa,erigone dentipalpis,What is the diet of erigone longipalpis?,unknown (24),1,0,diet
DietBreadth - DietTaxa,erigonella hiemalis,What is the diet of erigonella hiemalis?,unknown (25),1,0,diet
DietBreadth - DietTaxa,erigonella hiemalis,What is the diet of eriopis connexa?,"aphids (1), scale insects (1), mites (1), lepidopteran eggs (1), whiteflies (1), spider mites (1), eggs of anagasta kuehniella (1), artificial diets with honey and water (1), pet food (1), bean thrips (1), thrips eggs (1), brevicoryne brassicae (1), macrosiphum euphorbiae (1), pterocallis sp (1)",0,1,diet
DietBreadth - DietTaxa,eupeodes corollae,What is the diet of eupeodes corollae?,"myzus persicae (2), larvae feed on aphids (1), nectar from flowers (1), adults prefer fruit aphis craccivora (0), megoura japonica pollen grains (0), scale insects aphids (0)",0,1,diet
DietBreadth - DietTaxa,eupeodes corollae,What is the diet of eupeodes nitens?,"pollen (9), pollen (9), pollen (9), pollen (9), pollen (9), pollen (9), pollen (9), pollen (9), aphididae (1), cirsium palustre nectar (1), scorzoneroides autumnalis nectar (1), anthriscus sylvestris nectar (1), heracleum sphondylium nectar (1), stellaria holostea nectar (1), hypericum perforatum pollen (1), salix caprea nectar (1), crataegus nectar (1), calluna vulgaris nectar (1), dactylis glomerata pollen (1)",0,1,diet
DietBreadth - DietTaxa,eupeodes nitens,What is the diet of eupoecilia ambiguella?,"grape berries (3), pulp (2), unripe seeds (2), flower buds (1), anthophores (1), buds (1), flowers (1), immature berries (1)",0,1,diet
DietBreadth - DietTaxa,eurydema oleracea,What is the diet of eurydema oleracea?,"radish (2), turnip (2), rutabaga (2), horseradish (2), rape (2), cruciferous plants brassicaceae (1), including cabbage (0), and young leaves of the vine (0)",0,1,diet
DietBreadth - DietTaxa,eurydema oleracea,What is the diet of euryopis flavomaculata?,ants (1),0,1,diet
DietBreadth - DietTaxa,eurytoma amygdali,What is the diet of eurytoma amygdali?,almond seeds almond nuts (0),0,1,diet
DietBreadth - DietTaxa,forficula auricularia,What is the diet of forficula auricularia?,"aphids (4), lichens (3), algae (3), insect eggs (2), nonvascular plants (2), sugar (2), flowers (2), plant matter (1), small insects (1), spiders (1), dead plants and insects (1), molasses (1), meat (1), eggs (1), leaves (1), fruit (1), bryophytes (1), organic matter (1), other invertebrates (1), garden plants (1), flour (1), household goods (1), both plant and animal matter (1), primarily plant material (1), decaying organic matter (1), small invertebrates (1)",0,1,diet
DietBreadth - DietTaxa,forficula auricularia,What is the diet of gnamptogenys striatula?,"crushed insects (1), feces (1), sucrose (1), millipedes (1), beetles (1), other ants (1), termites generalist predators (0)",0,1,diet
DietBreadth - DietTaxa,gongylidiellum vivum,What is the diet of gongylidiellum vivum?,unknown (25),1,0,diet
DietBreadth - DietTaxa,gongylidiellum vivum,What is the diet of gyrohypnus angustatus?,unknown (10),1,0,diet
DietBreadth - DietTaxa,hahnia nava,What is the diet of hahnia nava?,unknown (25),1,0,diet
DietBreadth - DietTaxa,hahnia nava,What is the diet of hahnia pusilla?,"small insects (1), including flies (1), ants (1), and beetles insect eggs (0)",0,1,diet
DietBreadth - DietTaxa,haplodrassus signifer,What is the diet of haplodrassus signifer?,unknown (25),1,0,diet
DietBreadth - DietTaxa,haplodrassus signifer,What is the diet of haplodrassus umbratilis?,unknown (10),1,0,diet
DietBreadth - DietTaxa,harmonia axyridis,What is the diet of harmonia axyridis?,"aphids (9), scales (2), pollen (2), proteinrich prey (1), nectar (1), honeydew (1), adelgids (1), psyllids (1), pest predator (1), fresh pork liver (1), honey (1), sucrose (1), vitamin c (1), royal jelly (1), glucose (1), trehalose (1), vegetables (1), fruits (1), meats (1), fish (1), grains (1), butterfly eggs (1), fallripening fruit (1), softbodied insects (0)",0,1,diet
DietBreadth - DietTaxa,harmonia axyridis,What is the diet of harpactea lepida?,"insects (1), woodlice (1)",0,1,diet
DietBreadth - DietTaxa,harpalus affinis,What is the diet of harpalus affinis?,"seeds (4), aphididae (2), diptera (2), pollen (1), small organisms like spiders (1), worms (1), grass seeds (1), umbellifers (1), daisy (1), plant and animal material (1), weed seeds (1), grasshoppers (1), caterpillars (1), beetle grubs (1), slugs (1), snails (1), various plants in the mustard family (1), eggs and larvae of flies and moths (1), insects (0)",0,1,diet
DietBreadth - DietTaxa,harpalus anxius,What is the diet of harpalus anxius?,"aphids (1), earthworms (1), grubs (1), insect larvae (1), maggots (1), slugs  snails diverse plant matter a mixed diet of animal and vegetable matter (0)",0,1,diet
DietBreadth - DietTaxa,harpalus anxius,What is the diet of harpalus atratus?,seeds of violaceae or asteraceae (1),0,1,diet
DietBreadth - DietTaxa,harpalus cupreus,What is the diet of harpalus cupreus?,seeds a mixed diet of animal and vegetable matter (0),0,1,diet
DietBreadth - DietTaxa,harpalus cupreus,What is the diet of harpalus dimidiatus?,a mixed diet of animal and vegetable matter (1),0,1,diet
DietBreadth - DietTaxa,harpalus distinguendus,What is the diet of harpalus distinguendus?,unknown (10),1,0,diet
DietBreadth - DietTaxa,harpalus distinguendus,What is the diet of harpalus griseus?,unknown (23),1,0,diet
DietBreadth - DietTaxa,harpalus griseus,What is the diet of harpalus latus?,"beechnuts (1), snails (1)",0,1,diet
DietBreadth - DietTaxa,harpalus latus,What is the diet of harpalus luteicornis?,unknown (25),1,0,diet
DietBreadth - DietTaxa,harpalus marginellus,What is the diet of harpalus marginellus?,unknown (10),1,0,diet
DietBreadth - DietTaxa,harpalus marginellus,What is the diet of harpalus modestus?,"pucerons (1), diptres (1), larves de coloptres (1)",0,1,diet
DietBreadth - DietTaxa,harpalus modestus,What is the diet of harpalus politus?,unknown (24),1,0,diet
DietBreadth - DietTaxa,harpalus pumilus,What is the diet of harpalus pumilus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,harpalus rubripes,What is the diet of harpalus rubripes?,"seeds (2), aphids (2), insects (1), plant material (1), carrion (1), fungi (1), softbodied insects (1), eggs of insects (1), small invertebrates (1), caterpillars (1), earthworms (1), grubs (1), insect larvae (1), maggots (1), mixed diet of animal and vegetable matter (1), seeds of queen anneslace (1), slugs (0), snails (0)",0,1,diet
DietBreadth - DietTaxa,harpalus rubripes,What is the diet of harpalus rufipes?,"aphids (4), fresh frozen chicken (2), pork (2), boiled wheat (2), buckwheat (2), slugs (2), strawberry seeds (2), insect larvae (2), cooked sausage (1), cheese (1), seeds of conifers like spruce (1), pine (1), and larch trees (1), coleopterous adults and larvae (1), opiliones (1), plant material (1), cabbage root fly eggs and larvae (1), granivory (1), omnivory (1), seed predation (1), maggots (1), snails (1)",0,1,diet
DietBreadth - DietTaxa,harpalus serripes,What is the diet of harpalus serripes?,unknown (23),1,0,diet
DietBreadth - DietTaxa,harpalus signaticornis,What is the diet of harpalus signaticornis?,unknown (23),1,0,diet
DietBreadth - DietTaxa,harpalus smaragdinus,What is the diet of harpalus smaragdinus?,"plants (1), eggs (1), cereals (1)",0,1,diet
DietBreadth - DietTaxa,harpalus tardus,What is the diet of harpalus tardus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,harpalus tardus,What is the diet of helicoverpa armigera?,"chickpea (2), tomato (2), tomato (2), pear (1), artificial diet (1), urtica fissa (1), helianthus annuus (1), corn (1), common bean (1), white kidney bean (1), red kidney bean (1), cowpea (1), potato (1), cassia tora helicoverpa armigera feeds on a wide variety of native and cultivated plant species apple (0), zinnia elegans cotton (0), soybeans chickpea (0)",0,1,diet
DietBreadth - DietTaxa,helopeltis sulawesi,What is the diet of helopeltis sulawesi?,unknown (25),1,0,diet
DietBreadth - DietTaxa,himacerus apterus,What is the diet of himacerus apterus?,"mites (5), aphids (5), small insects (3), various invertebrates (0), generalist predators (0)",0,1,diet
DietBreadth - DietTaxa,himacerus mirmicoides,What is the diet of himacerus mirmicoides?,"caterpillars (1), beetle larvae (1), other insects (1), aphids small insects (0), spiders insect eggs (0), plant sap captured ants (0)",0,1,diet
DietBreadth - DietTaxa,himacerus mirmicoides,What is the diet of hippodamia convergens?,"aphids (10), nectar (6), pollen (5), softbodied insects (3), honeydew (3), insect eggs (2), scale insects (1), plant mites (1), larvae of insects (0)",0,1,diet
DietBreadth - DietTaxa,hippodamia tredecimpunctata,What is the diet of hippodamia tredecimpunctata?,"aphis farinosa (2), aphids associated with gramineae (2), aphids associated with umbelliferae (1), softbodied insects (1), scale insects (1), mites (1), pollen (1), insect eggs (1), small larvae of other insects (1), eggs and larvae of root maggots (1), caterpillars (1), beetle larvae (1), weed seeds (1)",0,1,diet
DietBreadth - DietTaxa,hippodamia variegata,What is the diet of hippodamia variegata?,"aphids (9), mites (5), whiteflies (4), scale insects (4), thrips (3), mealybugs (2), pollen (2), psyllids (2), parasitoids (1), caterpillars (1), insect eggs (1), nectar (1), aphis craccivora (1), ephestia kuehniella eggs (1), softscale insects (1), spider mites (1), eggs of the colorado potato beetle (1), eggs of the european corn borer (1), myzus persicae (1), noctuid larvae (1), leafhoppers (1), aphis gossypii (0)",0,1,diet
DietBreadth - DietTaxa,histopona torpida,What is the diet of histopona torpida?,"micro crickets (1), pinky larvas (1)",0,1,diet
DietBreadth - DietTaxa,hypera postica,What is the diet of hypera postica?,"clover (2), bur clover (1), sweet yellow clover (1), vetch (1), alfalfa foliage alfalfa (0), other pasture legumes alfalfa leaves adults and larvae feed on alfalfa (0), medicago fabaceae alfalfa medicago sativa alfalfa (0), other clovers alfalfa (0), white clover trifolium repens fabaceae plants (0)",0,1,diet
DietBreadth - DietTaxa,hypothenemus hampei,What is the diet of hypothenemus hampei?,coffee beans hypothenemus hampei feeds on the endosperm tissue of coffee berries coffee berries (0),0,1,diet
DietBreadth - DietTaxa,hypothenemus hampei,What is the diet of ilyobates subopacus?,euphorbia species (1),0,1,diet
DietBreadth - DietTaxa,jacksonella falconeri,What is the diet of jacksonella falconeri?,unknown (25),1,0,diet
DietBreadth - DietTaxa,jacksonella falconeri,What is the diet of labidus coecus?,"brood of other ant species (2), scavenged dead food items (2), insects (1), spiders (1), dead animals (1), organic detritus (1), other small invertebrates (1), insect larvae (1), eggs of other insects (1), small arthropods (1), kill baby chickens (1), raid other ant nests for brood (1), caterpillars (1), flowers (1), diaspores of weeds (1), aril and flesh of fruits (1), fruits (1), seeds (1), flesh of pequi seeds (1), nonant prey (1)",0,1,diet
DietBreadth - DietTaxa,larinioides cornutus,What is the diet of larinioides cornutus?,"moths (4), moths (4), mosquitoes (2), fruit flies (2), mosquitoes (2), carnivore (1), spiders (1), flies (1), beetles (1), small insects (1), aphids (1), mites (1), damselflies (1), insectivores house flies (0), ladybird beetles insects (0), small invertebrates fruit flies (0), larger flies moths (0), queen ants millers (0), moths larger insects (0), small arthropods gnats (0)",0,1,diet
DietBreadth - DietTaxa,larinioides cornutus,What is the diet of lathrobium fulvipenne?,"aphids (1), mites (1), other small arthropods (1), insect eggs (1), springtails (1), small invertebrates (1), other insect larvae (1)",0,1,diet
DietBreadth - DietTaxa,lathrobium fulvipenne,What is the diet of leistus ferrugineus?,predatory (1),0,1,diet
DietBreadth - DietTaxa,leptinotarsa decemlineata,What is the diet of leptinotarsa decemlineata?,"potato (2), eggplant (2), tomato (2), lettuce leaves (1), solanum plants (1), buffalo bur (0)",0,1,diet
DietBreadth - DietTaxa,leptinotarsa decemlineata,What is the diet of liocranoeca striata?,mealworm larvae (1),0,1,diet
DietBreadth - DietTaxa,liriomyza huidobrensis,What is the diet of liriomyza huidobrensis?,"lettuce (5), celery (4), peas (3), spinach (3), eggplant (3), broccoli (2), onions (2), cucumber (2), beans (1), tomatoes (1), potatoes (1), leafy vegetables (1), common weeds in the asteraceae and solanaceae families (1), cabbage (1), capsicum (1), chilli (1), faba bean (1), garlic (1), peppers (1), petunia spp (1), tobacco (1), wild species of solanaceae (1), phlox (1), viola (1), beet (1), squash (1), melon (1), ornamental plants (0)",0,1,diet
DietBreadth - DietTaxa,liriomyza huidobrensis,What is the diet of liriomyza sativae?,"lettuce (2), peas (1), beans (1), celery (1), spinach (1), broccoli (1), onions (1), many ornamental plants (1), leafy greens (1), beet (1), tomato (1), squash (1), cucumber (1), eggplant (1), melon (1), pepper (1), potato (1), chard (1)",0,1,diet
DietBreadth - DietTaxa,liriomyza sativae,What is the diet of lobesia botrana?,"berries (1), artificial diets (1), green berries grapes grapevine flowers (0), olive flowers 40 other plant species belonging to 27 families grape berries (0)",0,1,diet
DietBreadth - DietTaxa,lobesia botrana,What is the diet of loricera pilicornis?,"seeds or seedlings (1), rotting vegetable matter (1), ripe fruit (1), springtails collembola loricera pilicornis uses bristles on its antennae to trap springtails and mites mixed diet of animal and vegetable matter small invertebrates (0)",0,1,diet
DietBreadth - DietTaxa,loricera pilicornis,What is the diet of lygus hesperus?,"alfalfa (1), canola (1), legumes (1), potato (1), tomato (1), carrot (1), berries (1), lettuce (1), chickweed (1), redroot pigweed (1), dock (1), fleabane (1), goldenrod (1), raspberries (1), nursery stock (1), tomatoes (1), eggplant (1), potatoes (1), strawberries (1), beans (1), celery (1), fennel (1), apples (1), peaches (1), pears (1), snap beans (1), peppers (1), soybeans (1), seed canola (1), cotton (1), seed alfalfa (1), carrots (1), vetch blackberries (0)",0,1,diet
DietBreadth - DietTaxa,lygus hesperus,What is the diet of lygus lineolaris?,"alfalfa (4), strawberries (3), canola (2), potato (2), vegetable crops (2), redroot pigweed (2), beans (2), lentils (1), flax (1), hemp (1), faba bean (1), tree fruits (1), stinkweed (1), wild mustard (1), lambsquarters (1), chickweed (1), tomato (1), carrot (1), berries (1), lettuce (1), dock (1), fleabane (1), goldenrod (1), vetch (1), blackberries (1), raspberries (1), eggplant (1), celery (1), fennel (1), apples (1), peaches (1), pears (1), snap beans (1), soybeans (1), seed canola (1), flowering broadleaf weeds (1), stone fruits (1), conifer seedlings (1), young apples (1)",0,1,diet
DietBreadth - DietTaxa,macrosiphum euphorbiae,What is the diet of macrosiphum euphorbiae?,"tomato (2), corn (2), eggplant (2), potato (2), the diet of macrosiphum euphorbiae primarily consists of plant sap (1), particularly from solanaceae plants like potato (1), particularly vegetable and ornamental crops such as apple (1), bean (1), broccoli (1), cabbage (1), celery (1), lettuce (1), papaya (1), strawberry (1), and tomato (1), and aubergine it includes over 200 plants (0)",0,1,diet
DietBreadth - DietTaxa,mangora acalypha,What is the diet of mangora acalypha?,"mosquitoes (1), moths (1), small beetles (1), small flying insects flies (0), other small arthropods small invertebrates (0)",0,1,diet
DietBreadth - DietTaxa,megatoma undata,What is the diet of megatoma undata?,unknown (23),1,0,diet
DietBreadth - DietTaxa,meioneta affinis,What is the diet of meioneta affinis?,unknown (24),1,0,diet
DietBreadth - DietTaxa,meioneta affinis,What is the diet of meioneta rurestris?,"collembola (1), homoptera (1), airborne prey (1), thysanoptera resident collembola and other predators (0)",0,1,diet
DietBreadth - DietTaxa,melanostoma mellinum,What is the diet of melanostoma mellinum?,"aphids (2), larvae of coleoptera (1), adults of diptera (1), aquatic detritus (1), wet wood (1), bulbs of forbs of living plants (1), nectar (1), jumping plant lice plants (0), particularly plantain larvae may feed on decaying vegetation (0), adults often feed on nectar andor pollen pollen (0)",0,1,diet
DietBreadth - DietTaxa,meligethes aeneus,What is the diet of meligethes aeneus?,"pollen (4), pollen (4), stamens (2), pistils (1), nectar (1), decaying vegetables (1), sap (1), flower parts cruciferous plants oil seed rape leaves (0), rape inflorescences flower petals (0), ovaries pollen from flowers (0), particularly brassica species over ripe fruit (0)",0,1,diet
DietBreadth - DietTaxa,meligethes aeneus,What is the diet of melittobia acasta?,"bee larvae (1), haemolymph of young larvae pollen (0)",0,1,diet
DietBreadth - DietTaxa,mesus rugatifrons,What is the diet of mesus rugatifrons?,unknown (4),1,0,diet
DietBreadth - DietTaxa,metopolophium dirhodum,What is the diet of metopolophium dirhodum?,"phloem sap (1), sugars (1), amino acids gramineae (0), including cereals it feeds on several species of rosa and many grasses bromus unioloides (0)",0,1,diet
DietBreadth - DietTaxa,micaria pulicaria,What is the diet of micaria pulicaria?,unknown (24),1,0,diet
DietBreadth - DietTaxa,micrargus herbigradus,What is the diet of micrargus herbigradus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,micrargus herbigradus,What is the diet of microlestes maurus?,animal and vegetable matter (1),0,1,diet
DietBreadth - DietTaxa,microlestes maurus,What is the diet of microlestes minutulus?,carnivore (1),0,1,diet
DietBreadth - DietTaxa,microlinyphia pusilla,What is the diet of microlinyphia pusilla?,unknown (25),1,0,diet
DietBreadth - DietTaxa,microlinyphia pusilla,What is the diet of molops piceus?,carrion carnivore (0),0,1,diet
DietBreadth - DietTaxa,molops piceus,What is the diet of monocephalus fuscipes?,decaying oak leaves (1),0,1,diet
DietBreadth - DietTaxa,mycetoporus bimaculatus,What is the diet of mycetoporus bimaculatus?,unknown (24),1,0,diet
DietBreadth - DietTaxa,mycetoporus lepidus,What is the diet of mycetoporus lepidus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,myzus cerasi,What is the diet of myzus cerasi?,"sweet cherry (2), sour cherry (1), dwarf cherry (1), prunus cerasus (1), myzus cerasi primarily feeds on cherry trees (1), preferring sweet cherry varieties (1), and may also feed on other host plants such as weeds (1), ornamental plants (1), and some vegetables (1), shoots (1), and fruits (1), particularly those in the mustard family young leaves (0)",0,1,diet
DietBreadth - DietTaxa,nabis brevis,What is the diet of nabis brevis?,unknown (25),1,0,diet
DietBreadth - DietTaxa,nabis ferus,What is the diet of nabis ferus?,"small caterpillars (2), leafhoppers (2), aphids (1), moth eggs (1), small sawfly larvae (1), mites (1), tarnished plant bug nymphs (1), asparagus beetle eggs (1), colorado potato beetle eggs and nymphs (1), insect eggs (1)",0,1,diet
DietBreadth - DietTaxa,nabis ferus,What is the diet of nabis pseudoferus?,"ephestia kuehniella eggs (1), insect adults and larvae aphis gossypii (0)",0,1,diet
DietBreadth - DietTaxa,nabis punctatus,What is the diet of nabis punctatus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,nabis punctatus,What is the diet of nabis rugosus?,"aphids (1), larger insects (1), spiders (1), caterpillars (1), catching almost any insect smaller than themselves (1), insect eggs they are generalist predators (0)",0,1,diet
DietBreadth - DietTaxa,nasonovia ribisnigri,What is the diet of nasonovia ribisnigri?,"solanaceae (2), currant plants (1), blackcurrants (1), gooseberries (1), members of compositae (1), lamiales (1), currants ribes spp (1), lettuce (1), various asteraceae (1), brassicaceae (1), scrophulariaceae (1), lactuca sativa (1)",0,1,diet
DietBreadth - DietTaxa,nebria brevicollis,What is the diet of nebria brevicollis?,"earthworms (2), aphids (2), small arthropods including collembola (1), diptera (1), mites (1), spiders (1), mollusca (1), small insects (1), different species of small flies (1), coleopterous adults and larvae (1), mollusks (1), various arachnids (1), fungi (1), larvene lever som rovdyr (1), caterpillars (1), slugs (1), larvae of other insects (1), microarthropods (1), whatever it can subdue up to about 5mm (0)",0,1,diet
DietBreadth - DietTaxa,nebria brevicollis,What is the diet of nebria salina?,"earthworms (2), spiders (2), spiders (2), earthworms (2), small arthropods (1), collembola (1), diptera (1), mites (1), springtails (1), slugs (1), mollusca nebria salina consumes prey feeding on crop plants (0), and aphids animal and vegetable matter microarthropods (0)",0,1,diet
DietBreadth - DietTaxa,neoscona adianta,What is the diet of neoscona adianta?,"small invertebrates (2), flying insects (1), mosquitoes (1), flies (1), moths (1), small beetles (1), larvae of other arthropods (1), seeds (1)",0,1,diet
DietBreadth - DietTaxa,neoscona adianta,What is the diet of notiophilus aestuans?,a mixed diet of animal and vegetable matter (1),0,1,diet
DietBreadth - DietTaxa,notiophilus aestuans,What is the diet of notiophilus aquaticus?,"small arthropods (1), especially springtails (1)",0,1,diet
DietBreadth - DietTaxa,notiophilus aquaticus,What is the diet of notiophilus biguttatus?,"collembola (2), fungi (2), grass roots (1), smaller invertebrates (1), small arthropods (1)",0,1,diet
DietBreadth - DietTaxa,notiophilus biguttatus,What is the diet of notiophilus germinyi?,"fish (1), frogs (1), tadpoles a mixed diet of animal and vegetable matter (0)",0,1,diet
